i_or_j,r,t
269,,0.423329610071225
270,,0.42490040639802
271,,0.426471202724814
272,,0.428041999051609
273,,0.429612795378404
274,,0.431183591705199
275,,0.432754388031994
276,,0.434325184358789
277,,0.435895980685584
278,,0.437466777012379
279,,0.439037573339174
280,,0.440608369665969
281,,0.442179165992763
282,,0.443749962319558
283,,0.445320758646353
284,,0.446891554973148
285,,0.448462351299943
286,,0.450033147626738
287,,0.451603943953533
288,,0.453174740280328
289,,0.454745536607123
290,,0.456316332933917
291,,0.457887129260712
292,,0.459457925587507
293,,0.461028721914302
294,,0.462599518241097
295,,0.464170314567892
296,,0.465741110894687
297,,0.467311907221482
298,,0.468882703548277
299,,0.470453499875072
300,,0.472024296201866
301,,0.473595092528661
302,,0.475165888855456
303,,0.476736685182251
304,,0.478307481509046
305,,0.479878277835841
306,,0.481449074162636
307,,0.483019870489431
308,,0.484590666816226
309,,0.486161463143021
310,,0.487732259469815
311,,0.48930305579661
312,,0.490873852123405
313,,0.4924446484502
314,,0.494015444776995
315,,0.49558624110379
316,,0.497157037430585
317,,0.49872783375738
318,,0.500298630084175
319,,0.501869426410969
320,,0.503440222737764
321,,0.505011019064559
322,,0.506581815391354
323,,0.508152611718149
324,,0.509723408044944
325,,0.511294204371739
326,,0.512865000698534
327,,0.514435797025329
328,,0.516006593352124
329,,0.517577389678918
330,,0.519148186005713
331,,0.520718982332508
332,,0.522289778659303
333,,0.523860574986098
334,,0.525431371312893
335,,0.527002167639688
336,,0.528572963966483
337,,0.530143760293278
338,,0.531714556620072
339,,0.533285352946867
340,,0.534856149273662
341,,0.536426945600457
342,,0.537997741927252
343,,0.539568538254047
344,,0.541139334580842
345,,0.542710130907637
346,,0.544280927234432
347,,0.545851723561227
348,,0.547422519888021
349,,0.548993316214816
350,,0.550564112541611
351,,0.552134908868406
352,,0.553705705195201
353,,0.555276501521996
354,,0.556847297848791
355,,0.558418094175586
356,,0.559988890502381
357,,0.561559686829175
358,,0.56313048315597
359,,0.564701279482765
360,,0.56627207580956
361,,0.567842872136355
362,,0.56941366846315
363,,0.570984464789945
364,,0.57255526111674
365,,0.574126057443535
366,,0.57569685377033
367,,0.577267650097124
368,,0.578838446423919
369,,0.580409242750714
370,,0.581980039077509
371,,0.583550835404304
372,,0.585121631731099
373,,0.586692428057894
374,,0.588263224384689
375,,0.589834020711484
376,,0.591404817038279
377,,0.592975613365073
378,,0.594546409691868
379,,0.596117206018663
380,,0.597688002345458
381,,0.599258798672253
382,,0.600829594999048
383,,0.602400391325843
384,,0.603971187652638
385,,0.605541983979433
386,,0.607112780306228
387,,0.608683576633022
388,,0.610254372959817
389,,0.611825169286612
390,,0.613395965613407
391,,0.614966761940202
392,,0.616537558266997
393,,0.618108354593792
394,,0.619679150920587
395,,0.621249947247382
396,,0.622820743574176
397,,0.624391539900971
398,,0.625962336227766
399,,0.627533132554561
400,,0.629103928881356
401,,0.630674725208151
402,,0.632245521534946
403,,0.633816317861741
404,,0.635387114188536
405,,0.636957910515331
406,,0.638528706842125
407,,0.64009950316892
408,,0.641670299495715
409,,0.64324109582251
410,,0.644811892149305
411,,0.6463826884761
412,,0.647953484802895
413,,0.64952428112969
414,,0.651095077456485
415,,0.65266587378328
416,,0.654236670110074
417,,0.655807466436869
418,,0.657378262763664
419,,0.658949059090459
420,,0.660519855417254
421,,0.662090651744049
422,,0.663661448070844
423,,0.665232244397639
424,,0.666803040724434
425,,0.668373837051228
426,,0.669944633378023
427,,0.671515429704818
428,,0.673086226031613
429,,0.674657022358408
430,,0.676227818685203
431,,0.677798615011998
432,,0.679369411338793
433,,0.680940207665588
434,,0.682511003992383
435,,0.684081800319177
436,,0.685652596645972
437,,0.687223392972767
438,,0.688794189299562
439,,0.690364985626357
440,,0.691935781953152
441,,0.693506578279947
442,,0.695077374606742
443,,0.696648170933537
444,,0.698218967260332
445,,0.699789763587126
446,,0.701360559913921
447,,0.702931356240716
448,,0.704502152567511
449,,0.706072948894306
450,,0.707643745221101
451,,0.709214541547896
452,,0.710785337874691
453,,0.712356134201486
454,,0.71392693052828
455,,0.715497726855075
456,,0.71706852318187
457,,0.718639319508665
458,,0.72021011583546
459,,0.721780912162255
460,,0.72335170848905
461,,0.724922504815845
462,,0.72649330114264
463,,0.728064097469435
464,,0.729634893796229
465,,0.731205690123024
466,,0.732776486449819
467,,0.734347282776614
468,,0.735918079103409
469,,0.737488875430204
470,,0.739059671756999
471,,0.740630468083794
472,,0.742201264410589
473,,0.743772060737384
474,,0.745342857064178
475,,0.746913653390973
476,,0.748484449717768
477,,0.750055246044563
478,,0.751626042371358
479,,0.753196838698153
480,,0.754767635024948
481,,0.756338431351743
482,,0.757909227678538
483,,0.759480024005332
484,,0.761050820332127
485,,0.762621616658922
486,,0.764192412985717
487,,0.765763209312512
488,,0.767334005639307
489,,0.768904801966102
490,,0.770475598292897
491,,0.772046394619692
492,,0.773617190946487
493,,0.775187987273281
494,,0.776758783600076
495,,0.778329579926871
496,,0.779900376253666
497,,0.781471172580461
498,,0.783041968907256
499,,0.784612765234051
500,,0.786183561560846
501,,0.787754357887641
502,,0.789325154214435
503,,0.79089595054123
504,,0.792466746868025
505,,0.79403754319482
506,,0.795608339521615
507,,0.79717913584841
508,,0.798749932175205
509,,0.800320728502
510,,0.801891524828795
511,,0.80346232115559
512,,0.805033117482384
513,,0.806603913809179
514,,0.808174710135974
515,,0.809745506462769
516,,0.811316302789564
517,,0.812887099116359
518,,0.814457895443154
519,,0.816028691769949
520,,0.817599488096744
521,,0.819170284423539
522,,0.820741080750333
523,,0.822311877077128
524,,0.823882673403923
525,,0.825453469730718
526,,0.827024266057513
527,,0.828595062384308
528,,0.830165858711103
529,,0.831736655037898
530,,0.833307451364693
531,,0.834878247691488
532,,0.836449044018282
533,,0.838019840345077
534,,0.839590636671872
535,,0.841161432998667
536,,0.842732229325462
537,,0.844303025652257
538,,0.845873821979052
539,,0.847444618305847
540,,0.849015414632642
541,,0.850586210959437
542,,0.852157007286231
543,,0.853727803613026
544,,0.855298599939821
545,,0.856869396266616
546,,0.858440192593411
547,,0.860010988920206
548,,0.861581785247001
549,,0.863152581573796
550,,0.864723377900591
551,,0.866294174227385
552,,0.86786497055418
553,,0.869435766880975
554,,0.87100656320777
555,,0.872577359534565
556,,0.87414815586136
557,,0.875718952188155
558,,0.87728974851495
559,,0.878860544841745
560,,0.880431341168539
561,,0.882002137495334
562,,0.883572933822129
563,,0.885143730148924
564,,0.886714526475719
565,,0.888285322802514
566,,0.889856119129309
567,,0.891426915456104
568,,0.892997711782899
569,,0.894568508109694
570,,0.896139304436488
571,,0.897710100763283
572,,0.899280897090078
573,,0.900851693416873
574,,0.902422489743668
575,,0.903993286070463
576,,0.905564082397258
577,,0.907134878724053
578,,0.908705675050848
579,,0.910276471377643
580,,0.911847267704437
581,,0.913418064031232
582,,0.914988860358027
583,,0.916559656684822
584,,0.918130453011617
585,,0.919701249338412
586,,0.921272045665207
587,,0.922842841992002
588,,0.924413638318797
589,,0.925984434645592
590,,0.927555230972386
591,,0.929126027299181
592,,0.930696823625976
593,,0.932267619952771
594,,0.933838416279566
595,,0.935409212606361
596,,0.936980008933156
597,,0.938550805259951
598,,0.940121601586746
599,,0.941692397913541
600,,0.943263194240335
601,,0.94483399056713
602,,0.946404786893925
603,,0.94797558322072
604,,0.949546379547515
605,,0.95111717587431
606,,0.952687972201105
607,,0.9542587685279
608,,0.955829564854695
609,,0.957400361181489
610,,0.958971157508284
611,,0.960541953835079
612,,0.962112750161874
613,,0.963683546488669
614,,0.965254342815464
615,,0.966825139142259
616,,0.968395935469054
617,,0.969966731795849
618,,0.971537528122643
619,,0.973108324449438
620,,0.974679120776233
621,,0.976249917103028
622,,0.977820713429823
623,,0.979391509756618
624,,0.980962306083413
625,,0.982533102410208
626,,0.984103898737003
627,,0.985674695063798
628,,0.987245491390592
629,,0.988816287717387
630,,0.990387084044182
631,,0.991957880370977
632,,0.993528676697772
633,,0.995099473024567
634,,0.996670269351362
635,,0.998241065678157
636,,0.999811862004952
637,,1.00138265833175
638,,1.00295345465854
639,,1.00452425098534
640,,1.00609504731213
641,,1.00766584363893
642,,1.00923663996572
643,,1.01080743629252
644,,1.01237823261931
645,,1.01394902894611
646,,1.0155198252729
647,,1.0170906215997
648,,1.01866141792649
649,,1.02023221425329
650,,1.02180301058008
651,,1.02337380690688
652,,1.02494460323367
653,,1.02651539956047
654,,1.02808619588726
655,,1.02965699221405
656,,1.03122778854085
657,,1.03279858486764
658,,1.03436938119444
659,,1.03594017752123
660,,1.03751097384803
661,,1.03908177017482
662,,1.04065256650162
663,,1.04222336282841
664,,1.04379415915521
665,,1.045364955482
666,,1.0469357518088
667,,1.04850654813559
668,,1.05007734446239
669,,1.05164814078918
670,,1.05321893711598
671,,1.05478973344277
672,,1.05636052976957
673,,1.05793132609636
674,,1.05950212242316
675,,1.06107291874995
676,,1.06264371507675
677,,1.06421451140354
678,,1.06578530773034
679,,1.06735610405713
680,,1.06892690038393
681,,1.07049769671072
682,,1.07206849303752
683,,1.07363928936431
684,,1.07521008569111
685,,1.0767808820179
686,,1.0783516783447
687,,1.07992247467149
688,,1.08149327099829
689,,1.08306406732508
690,,1.08463486365188
691,,1.08620565997867
692,,1.08777645630547
693,,1.08934725263226
694,,1.09091804895906
695,,1.09248884528585
696,,1.09405964161265
697,,1.09563043793944
698,,1.09720123426624
699,,1.09877203059303
700,,1.10034282691982
701,,1.10191362324662
702,,1.10348441957341
703,,1.10505521590021
704,,1.106626012227
705,,1.1081968085538
706,,1.10976760488059
707,,1.11133840120739
708,,1.11290919753418
709,,1.11447999386098
710,,1.11605079018777
711,,1.11762158651457
712,,1.11919238284136
713,,1.12076317916816
714,,1.12233397549495
715,,1.12390477182175
716,,1.12547556814854
717,,1.12704636447534
718,,1.12861716080213
719,,1.13018795712893
720,,1.13175875345572
721,,1.13332954978252
722,,1.13490034610931
723,,1.13647114243611
724,,1.1380419387629
725,,1.1396127350897
726,,1.14118353141649
727,,1.14275432774329
728,,1.14432512407008
729,,1.14589592039688
730,,1.14746671672367
731,,1.14903751305047
732,,1.15060830937726
733,,1.15217910570406
734,,1.15374990203085
735,,1.15532069835765
736,,1.15689149468444
737,,1.15846229101124
738,,1.16003308733803
739,,1.16160388366483
740,,1.16317467999162
741,,1.16474547631842
742,,1.16631627264521
743,,1.16788706897201
744,,1.1694578652988
745,,1.1710286616256
746,,1.17259945795239
747,,1.17417025427919
748,,1.17574105060598
749,,1.17731184693278
750,,1.17888264325957
751,,1.18045343958636
752,,1.18202423591316
753,,1.18359503223995
754,,1.18516582856675
755,,1.18673662489354
756,,1.18830742122034
757,,1.18987821754713
758,,1.19144901387393
759,,1.19301981020072
760,,1.19459060652752
761,,1.19616140285431
762,,1.19773219918111
763,,1.1993029955079
764,,1.2008737918347
765,,1.20244458816149
766,,1.20401538448829
767,,1.20558618081508
768,,1.20715697714188
769,,1.20872777346867
770,,1.21029856979547
771,,1.21186936612226
772,,1.21344016244906
773,,1.21501095877585
774,,1.21658175510265
775,,1.21815255142944
776,,1.21972334775624
777,,1.22129414408303
778,,1.22286494040983
779,,1.22443573673662
780,,1.22600653306342
781,,1.22757732939021
782,,1.22914812571701
783,,1.2307189220438
784,,1.2322897183706
785,,1.23386051469739
786,,1.23543131102419
787,,1.23700210735098
788,,1.23857290367778
789,,1.24014370000457
790,,1.24171449633137
791,,1.24328529265816
792,,1.24485608898496
793,,1.24642688531175
794,,1.24799768163855
795,,1.24956847796534
796,,1.25113927429214
797,,1.25271007061893
798,,1.25428086694572
799,,1.25585166327252
800,,1.25742245959931
801,,1.25899325592611
802,,1.2605640522529
803,,1.2621348485797
804,,1.26370564490649
805,,1.26527644123329
806,,1.26684723756008
807,,1.26841803388688
808,,1.26998883021367
809,,1.27155962654047
810,,1.27313042286726
811,,1.27470121919406
812,,1.27627201552085
813,,1.27784281184765
814,,1.27941360817444
815,,1.28098440450124
816,,1.28255520082803
817,,1.28412599715483
818,,1.28569679348162
819,,1.28726758980842
820,,1.28883838613521
821,,1.29040918246201
822,,1.2919799787888
823,,1.2935507751156
824,,1.29512157144239
825,,1.29669236776919
826,,1.29826316409598
827,,1.29983396042278
828,,1.30140475674957
829,,1.30297555307637
830,,1.30454634940316
831,,1.30611714572996
832,,1.30768794205675
833,,1.30925873838355
834,,1.31082953471034
835,,1.31240033103714
836,,1.31397112736393
837,,1.31554192369073
838,,1.31711272001752
839,,1.31868351634432
840,,1.32025431267111
841,,1.32182510899791
842,,1.3233959053247
843,,1.3249667016515
844,,1.32653749797829
845,,1.32810829430509
846,,1.32967909063188
847,,1.33124988695867
848,,1.33282068328547
849,,1.33439147961226
850,,1.33596227593906
851,,1.33753307226585
852,,1.33910386859265
853,,1.34067466491944
854,,1.34224546124624
855,,1.34381625757303
856,,1.34538705389983
857,,1.34695785022662
858,,1.34852864655342
859,,1.35009944288021
860,,1.35167023920701
861,,1.3532410355338
862,,1.3548118318606
863,,1.35638262818739
864,,1.35795342451419
865,,1.35952422084098
866,,1.36109501716778
867,,1.36266581349457
868,,1.36423660982137
869,,1.36580740614816
870,,1.36737820247496
871,,1.36894899880175
872,,1.37051979512855
873,,1.37209059145534
874,,1.37366138778214
875,,1.37523218410893
876,,1.37680298043573
877,,1.37837377676252
878,,1.37994457308932
879,,1.38151536941611
880,,1.38308616574291
881,,1.3846569620697
882,,1.3862277583965
883,,1.38779855472329
884,,1.38936935105009
885,,1.39094014737688
886,,1.39251094370368
887,,1.39408174003047
888,,1.39565253635727
889,,1.39722333268406
890,,1.39879412901086
891,,1.40036492533765
892,,1.40193572166445
893,,1.40350651799124
894,,1.40507731431804
895,,1.40664811064483
896,,1.40821890697162
897,,1.40978970329842
898,,1.41136049962521
899,,1.41293129595201
900,,1.4145020922788
901,,1.4160728886056
902,,1.41764368493239
903,,1.41921448125919
904,,1.42078527758598
905,,1.42235607391278
906,,1.42392687023957
907,,1.42549766656637
908,,1.42706846289316
909,,1.42863925921996
910,,1.43021005554675
911,,1.43178085187355
912,,1.43335164820034
913,,1.43492244452714
914,,1.43649324085393
915,,1.43806403718073
916,,1.43963483350752
917,,1.44120562983432
918,,1.44277642616111
919,,1.44434722248791
920,,1.4459180188147
921,,1.4474888151415
922,,1.44905961146829
923,,1.45063040779509
924,,1.45220120412188
925,,1.45377200044868
926,,1.45534279677547
927,,1.45691359310227
928,,1.45848438942906
929,,1.46005518575586
930,,1.46162598208265
931,,1.46319677840945
932,,1.46476757473624
933,,1.46633837106304
934,,1.46790916738983
935,,1.46947996371663
936,,1.47105076004342
937,,1.47262155637022
938,,1.47419235269701
939,,1.47576314902381
940,,1.4773339453506
941,,1.4789047416774
942,,1.48047553800419
943,,1.48204633433098
944,,1.48361713065778
945,,1.48518792698457
946,,1.48675872331137
947,,1.48832951963816
948,,1.48990031596496
949,,1.49147111229175
950,,1.49304190861855
951,,1.49461270494534
952,,1.49618350127214
953,,1.49775429759893
954,,1.49932509392573
955,,1.50089589025252
956,,1.50246668657932
957,,1.50403748290611
958,,1.50560827923291
959,,1.5071790755597
960,,1.5087498718865
961,,1.51032066821329
962,,1.51189146454009
963,,1.51346226086688
964,,1.51503305719368
965,,1.51660385352047
966,,1.51817464984727
967,,1.51974544617406
968,,1.52131624250086
969,,1.52288703882765
970,,1.52445783515445
971,,1.52602863148124
972,,1.52759942780804
973,,1.52917022413483
974,,1.53074102046163
975,,1.53231181678842
976,,1.53388261311522
977,,1.53545340944201
978,,1.53702420576881
979,,1.5385950020956
980,,1.5401657984224
981,,1.54173659474919
982,,1.54330739107599
983,,1.54487818740278
984,,1.54644898372958
985,,1.54801978005637
986,,1.54959057638317
987,,1.55116137270996
988,,1.55273216903676
989,,1.55430296536355
990,,1.55587376169035
991,,1.55744455801714
992,,1.55901535434393
993,,1.56058615067073
994,,1.56215694699752
995,,1.56372774332432
996,,1.56529853965111
997,,1.56686933597791
998,,1.5684401323047
999,,1.5700109286315
1000,,1.57158172495829
1001,,1.57315252128509
1002,,1.57472331761188
1003,,1.57629411393868
1004,,1.57786491026547
1005,,1.57943570659227
1006,,1.58100650291906
1007,,1.58257729924586
1008,,1.58414809557265
1009,,1.58571889189945
1010,,1.58728968822624
1011,,1.58886048455304
1012,,1.59043128087983
1013,,1.59200207720663
1014,,1.59357287353342
1015,,1.59514366986022
1016,,1.59671446618701
1017,,1.59828526251381
1018,,1.5998560588406
1019,,1.6014268551674
1020,,1.60299765149419
1021,,1.60456844782099
1022,,1.60613924414778
1023,,1.60771004047458
1024,,1.60928083680137
1025,,1.61085163312817
1026,,1.61242242945496
1027,,1.61399322578176
1028,,1.61556402210855
1029,,1.61713481843535
1030,,1.61870561476214
1031,,1.62027641108894
1032,,1.62184720741573
1033,,1.62341800374253
1034,,1.62498880006932
1035,,1.62655959639612
1036,,1.62813039272291
1037,,1.62970118904971
1038,,1.6312719853765
1039,,1.6328427817033
1040,,1.63441357803009
1041,,1.63598437435688
1042,,1.63755517068368
1043,,1.63912596701047
1044,,1.64069676333727
1045,,1.64226755966406
1046,,1.64383835599086
1047,,1.64540915231765
1048,,1.64697994864445
1049,,1.64855074497124
1050,,1.65012154129804
1051,,1.65169233762483
1052,,1.65326313395163
1053,,1.65483393027842
1054,,1.65640472660522
1055,,1.65797552293201
1056,,1.65954631925881
1057,,1.6611171155856
1058,,1.6626879119124
1059,,1.66425870823919
1060,,1.66582950456599
1061,,1.66740030089278
1062,,1.66897109721958
1063,,1.67054189354637
1064,,1.67211268987317
1065,,1.67368348619996
1066,,1.67525428252676
1067,,1.67682507885355
1068,,1.67839587518035
1069,,1.67996667150714
1070,,1.68153746783394
1071,,1.68310826416073
1072,,1.68467906048753
1073,,1.68624985681432
1074,,1.68782065314112
1075,,1.68939144946791
1076,,1.69096224579471
1077,,1.6925330421215
1078,,1.6941038384483
1079,,1.69567463477509
1080,,1.69724543110189
1081,,1.69881622742868
1082,,1.70038702375548
1083,,1.70195782008227
1084,,1.70352861640907
1085,,1.70509941273586
1086,,1.70667020906266
1087,,1.70824100538945
1088,,1.70981180171624
1089,,1.71138259804304
1090,,1.71295339436983
1091,,1.71452419069663
1092,,1.71609498702342
1093,,1.71766578335022
1094,,1.71923657967701
1095,,1.72080737600381
1096,,1.7223781723306
1097,,1.7239489686574
1098,,1.72551976498419
1099,,1.72709056131099
1100,,1.72866135763778
1101,,1.73023215396458
1102,,1.73180295029137
1103,,1.73337374661817
1104,,1.73494454294496
1105,,1.73651533927176
1106,,1.73808613559855
1107,,1.73965693192535
1108,,1.74122772825214
1109,,1.74279852457894
1110,,1.74436932090573
1111,,1.74594011723253
1112,,1.74751091355932
1113,,1.74908170988612
1114,,1.75065250621291
1115,,1.75222330253971
1116,,1.7537940988665
1117,,1.7553648951933
1118,,1.75693569152009
1119,,1.75850648784689
1120,,1.76007728417368
1121,,1.76164808050048
1122,,1.76321887682727
1123,,1.76478967315407
1124,,1.76636046948086
1125,,1.76793126580766
1126,,1.76950206213445
1127,,1.77107285846125
1128,,1.77264365478804
1129,,1.77421445111484
1130,,1.77578524744163
1131,,1.77735604376843
1132,,1.77892684009522
1133,,1.78049763642202
1134,,1.78206843274881
1135,,1.78363922907561
1136,,1.7852100254024
1137,,1.78678082172919
1138,,1.78835161805599
1139,,1.78992241438278
1140,,1.79149321070958
1141,,1.79306400703637
1142,,1.79463480336317
1143,,1.79620559968996
1144,,1.79777639601676
1145,,1.79934719234355
1146,,1.80091798867035
1147,,1.80248878499714
1148,,1.80405958132394
1149,,1.80563037765073
1150,,1.80720117397753
1151,,1.80877197030432
1152,,1.81034276663112
1153,,1.81191356295791
1154,,1.81348435928471
1155,,1.8150551556115
1156,,1.8166259519383
1157,,1.81819674826509
1158,,1.81976754459189
1159,,1.82133834091868
1160,,1.82290913724548
1161,,1.82447993357227
1162,,1.82605072989907
1163,,1.82762152622586
1164,,1.82919232255266
1165,,1.83076311887945
1166,,1.83233391520625
1167,,1.83390471153304
1168,,1.83547550785984
1169,,1.83704630418663
1170,,1.83861710051343
1171,,1.84018789684022
1172,,1.84175869316702
1173,,1.84332948949381
1174,,1.84490028582061
1175,,1.8464710821474
1176,,1.8480418784742
1177,,1.84961267480099
1178,,1.85118347112779
1179,,1.85275426745458
1180,,1.85432506378138
1181,,1.85589586010817
1182,,1.85746665643497
1183,,1.85903745276176
1184,,1.86060824908855
1185,,1.86217904541535
1186,,1.86374984174214
1187,,1.86532063806894
1188,,1.86689143439573
1189,,1.86846223072253
1190,,1.87003302704932
1191,,1.87160382337612
1192,,1.87317461970291
1193,,1.87474541602971
1194,,1.8763162123565
1195,,1.8778870086833
1196,,1.87945780501009
1197,,1.88102860133689
1198,,1.88259939766368
1199,,1.88417019399048
1200,,1.88574099031727
1201,,1.88731178664407
1202,,1.88888258297086
1203,,1.89045337929766
1204,,1.89202417562445
1205,,1.89359497195125
1206,,1.89516576827804
1207,,1.89673656460484
1208,,1.89830736093163
1209,,1.89987815725843
1210,,1.90144895358522
1211,,1.90301974991202
1212,,1.90459054623881
1213,,1.90616134256561
1214,,1.9077321388924
1215,,1.9093029352192
1216,,1.91087373154599
1217,,1.91244452787279
1218,,1.91401532419958
1219,,1.91558612052638
1220,,1.91715691685317
1221,,1.91872771317997
1222,,1.92029850950676
1223,,1.92186930583356
1224,,1.92344010216035
1225,,1.92501089848715
1226,,1.92658169481394
1227,,1.92815249114074
1228,,1.92972328746753
