T_index,B_r,B_t,B_p,E_r,E_t,E_p,N_pts_within_FF_region,E_pts_chngd,pct_E_pts_chngd,stdev_B_r,stdev_E_r,stdev_B_t,stdev_E_t,stdev_B_p,stdev_E_p,max_abs_rel_dev_B_r,max_abs_rel_dev_E_r,max_abs_rel_dev_B_t,max_abs_rel_dev_E_t,max_abs_rel_dev_B_p,max_abs_rel_dev_E_p,B_outer_BCs_difference_t,E_outer_BCs_difference_t,B_outer_BCs_difference_p,E_outer_BCs_difference_p,nans_B_r,nans_E_r,nans_B_t,nans_E_t,nans_B_p,nans_E_p,nans_tot,total_electric_energy,total_magnetic_energy,total_energy,normalised_B_div_volume_integral
10,-0.00245723216181349,0.391090370884694,-1.23938617415339e-10,0.00498151378543419,3.12992877291701e-05,1.43026751997145e-05,25050,14,0.1,8.8875817786763e-05,8.83947690650094e-08,1.36806749962817e-07,4.48578113690542e-07,2.59704447749079e-07,2.38756380503018e-07,0.00103551198359153,906.767802643114,0.0183346174369863,0.939409190967416,1.15371346730126,0.0351081327650777,1.69373292160606e-05,1.69373292160606e-05,6.83975724516924e-07,6.83975724516924e-07,0,0,0,0,0,0,0,0.000547349037509676,4.56631315951061,4.56686050854812,-1.49437801721328e-08
11,-0.0024572132702102,0.391089648896643,-1.62073786835823e-10,0.00547966569412931,3.44290866157316e-05,1.53813738466094e-05,25050,16,0.1,8.88762504944004e-05,1.24081928223235e-07,1.87021535276438e-07,5.95455237024462e-07,3.67751131412239e-07,3.08496800280653e-07,0.0010355119889518,1290.41321763048,0.0267776746019956,0.915316766507648,1.15486645033073,0.0482192777356949,1.59104876731437e-05,1.59104876731437e-05,7.63401472442288e-07,7.63401472442288e-07,0,0,0,0,0,0,0,0.000660343765787583,4.56631548275837,4.56697582652416,5.78565695704548e-09
12,-0.00245719274549561,0.391088864223373,-2.08482501697002e-10,0.00597781772488711,3.75588498304803e-05,1.63599784826052e-05,25050,18,0.1,8.88767214214346e-05,1.66633875157759e-07,2.46937513104901e-07,7.74129007917611e-07,4.96976561855453e-07,3.88943309079892e-07,0.0010355119947747,1832.13759301347,0.0376719490060373,0.923673914488562,1.15612383430125,0.064251637940707,1.48336952877282e-05,1.48336952877282e-05,8.37935577244398e-07,8.37935577244398e-07,0,0,0,0,0,0,0,0.000784099590202555,4.56631812342956,4.56710222301976,-4.47093748953451e-09
13,-0.00245717063216326,0.391088018502985,-2.6437854696872e-10,0.00647596987568856,4.06885747483745e-05,1.72295012761924e-05,25050,18,0.1,8.8877229768876e-05,2.26804317174376e-07,3.17043929380999e-07,9.69199623744712e-07,6.54456022139208e-07,4.79459652635003e-07,0.00103551200104834,2435.25006553481,0.051325297158191,0.936175029054315,1.15748453045269,0.083228570462951,1.37157253869433e-05,1.37157253869433e-05,9.07263907659597e-07,9.07263907659597e-07,0,0,0,0,0,0,0,0.000918615837472417,4.5663210835338,4.56723969937127,-4.06332797795567e-08
14,-0.00245714697825423,0.391087113508802,-3.31060278186033e-10,0.00697412214114846,4.38182589002481e-05,1.79809831853328e-05,25050,20,0.1,8.88777746747738e-05,2.86992759481444e-07,3.97287122318921e-07,1.19440536395047e-06,8.41008050639359e-07,5.78593473310247e-07,0.00103551200775631,3069.35677206086,0.0678886979443381,0.872961458358654,1.1589473081427,0.1058310793609,1.25677791233773e-05,1.25677791233773e-05,9.81188121289446e-07,9.81188121289446e-07,0,0,0,0,0,0,0,0.0010638917078316,4.56632436512377,4.56738825683161,-1.56635564007338e-08
15,-0.00245712183527833,0.391086151147599,-4.09905604389918e-10,0.00747227451225546,4.69478999836679e-05,1.86054962412496e-05,25050,22,0.1,8.88783552160551e-05,3.50860074728729e-07,4.87040995521626e-07,1.45042199387849e-06,1.05011814282965e-06,6.87719220211354e-07,0.00103551201488805,3932.84261417063,0.0878409271584397,0.993781494242943,1.16051080462135,0.580514515314192,1.13970390153123e-05,1.13970390153123e-05,1.04581609629451e-06,1.04581609629451e-06,0,0,0,0,0,0,0,0.00121992697794414,4.56632797056149,4.56754789753943,-5.9818132616914e-08
16,-0.00245709525812948,0.391085133457701,-5.02366653284272e-10,0.00797042697611689,5.00774958732922e-05,1.90941458049701e-05,25050,22,0.1,8.88789704099726e-05,4.40414654012365e-07,5.86464892150573e-07,1.72907656890186e-06,1.28760876763436e-06,8.0614517843262e-07,0.00103551202242214,4855.59274951636,0.111352519154043,1.17012296481361,1.16217353114402,0.16134404002213,1.02154760378981e-05,1.02154760378981e-05,1.10264843671969e-06,1.10264843671969e-06,0,0,0,0,0,0,0,0.001386721336587,4.56633190263027,4.56771862396686,-1.0704185299022e-07
17,-0.00245706730499539,0.391084062606953,-6.09964139225258e-10,0.00846857951570854,5.32070446306969e-05,1.94380727939963e-05,25050,24,0.1,8.88796192162411e-05,5.19865685948923e-07,6.95328339395193e-07,2.02781661976645e-06,1.55881993706588e-06,9.30530786440399e-07,0.00103551203034624,5695.76722086153,0.138569521660543,1.33289265498223,1.16393387686545,0.195199372435483,9.03461385746854e-06,9.03461385746854e-06,1.16390120910956e-06,1.16390120910956e-06,0,0,0,0,0,0,0,0.0015642738974292,4.56633616401657,4.567900437914,-7.40222467609694e-08
18,-0.00245703803726183,0.391082940890565,-7.34281453589759e-10,0.0089667321096298,5.63365445136347e-05,1.96284558774572e-05,25050,26,0.1,8.88803005387743e-05,5.95810957401974e-07,8.12092965555711e-07,2.34951519664215e-06,1.84761878700585e-06,1.06383847720092e-06,0.00103551204917096,6791.40563905924,0.170018480850745,1.60371270764727,1.16579011135404,0.232891512298255,7.85691509524783e-06,7.85691509524783e-06,1.21340560090309e-06,1.21340560090309e-06,0,0,0,0,0,0,0,0.0017525848682502,4.56634075773229,4.56809334260054,-2.05720695668507e-07
19,-0.00245700751941144,0.391081770728834,-8.7695849639333e-10,0.00946488473186437,5.94659939846983e-05,1.96565136372963e-05,25050,24,0.1,8.88810132277861e-05,7.17641882980266e-07,9.37025836542858e-07,2.67787630649942e-06,2.15814996268646e-06,1.20787283885171e-06,0.00103551207010166,7865.46467371279,0.205823912611045,1.72367218423619,1.35439636733597,0.27534018898685,6.69444919356783e-06,6.69444919356783e-06,1.25077917440558e-06,1.25077917440558e-06,0,0,0,0,0,0,0,0.0019516540230148,4.56634568734116,4.56829734136418,-3.3044763471711e-07
20,-0.00245697581891727,0.391080554664749,-1.0396852731782e-09,0.00996303735154674,6.25953917193543e-05,1.95135066938103e-05,25050,26,0.1,8.88817560819493e-05,7.82204262359475e-07,1.07141694711786e-06,2.9787066428119e-06,2.49676415152204e-06,1.35606265093524e-06,0.00103551210364194,8872.81719523749,0.246427220226013,1.96969861269446,1.54392323570041,0.321575384916131,5.56839117700757e-06,5.56839117700757e-06,1.29757046172435e-06,1.29757046172435e-06,0,0,0,0,0,0,0,0.0021614800873016,4.56635095542353,4.56851243551083,-5.67524909454989e-07
21,-0.00245694300613136,0.391079295361477,-1.22419528009008e-09,0.0104611899327348,6.57247366133207e-05,1.91907397930514e-05,25050,24,0.1,8.88825278506041e-05,8.50178980921058e-07,1.21347676751068e-06,3.23796344561594e-06,2.81153805311916e-06,1.52674794843431e-06,0.00103551209407826,10042.9121566014,0.291252350965827,2.04485685808722,1.76104786507729,0.374877071982176,4.46089337694774e-06,4.46089337694774e-06,1.31658502908734e-06,1.31658502908734e-06,0,0,0,0,0,0,0,0.00238206373698806,4.56635656571454,4.56873862945153,1.01488116421023e-07
22,-0.00245690915416829,0.391077995599741,-1.4322586968866e-09,0.0109593424341884,6.88540277892587e-05,1.867956385452e-05,25050,28,0.1,8.88833272361694e-05,9.58626801572042e-07,1.37013008047937e-06,3.66633715204403e-06,3.10680330339687e-06,1.65925919301248e-06,0.00103551220716536,11178.6891633662,0.342852425651569,2.39639709203326,1.87788748894089,0.431098685709755,3.42614836785262e-06,3.42614836785262e-06,1.34980957163026e-06,1.34980957163026e-06,0,0,0,0,0,0,0,0.00261340290730224,4.56636252154783,4.56897592445513,-1.63915188422761e-06
23,-0.00245687433878403,0.391076658275084,-1.66567541653889e-09,0.0114574948091551,7.19832646027524e-05,1.79713779767462e-05,25050,26,0.1,8.88841528963992e-05,1.02939646760008e-06,1.51577210169051e-06,3.93519792500616e-06,3.47945398283559e-06,1.84425987393736e-06,0.00103551220983666,12497.7188414271,0.3996455441321,2.49083181577197,2.22224998950032,0.494500879165498,2.3418482439923e-06,2.3418482439923e-06,1.35666240676411e-06,1.35666240676411e-06,0,0,0,0,0,0,0,0.00285550009584618,4.56636882687867,4.56922432697451,-1.74980748726936e-06
24,-0.0024568386382503,0.391075286395027,-1.9262679326794e-09,0.0119556470051615,7.51124466475511e-05,1.70576313990104e-05,25050,30,0.1,8.88850034470228e-05,1.05682776500204e-06,1.68158858591309e-06,4.27405458248535e-06,3.80106823061783e-06,1.9950736392485e-06,0.00103551218480868,13423.2866511844,0.461773629655283,2.79441008999143,2.34728635880713,0.564476782064438,1.44415873908472e-06,1.44415873908472e-06,1.36567732334443e-06,1.36567732334443e-06,0,0,0,0,0,0,0,0.00310835128281902,4.56637548544569,4.56948383672851,2.3602673277616e-07
25,-0.00245680213322441,0.391073883076132,-2.21587411330186e-09,0.0124537989638121,7.82415737600519e-05,1.59298254170989e-05,25050,26,0.1,8.88858774642032e-05,1.20191215243678e-06,1.84156120755663e-06,4.64797637872318e-06,4.12616089992783e-06,2.17478126562388e-06,0.00103551230965948,15399.5231674831,0.532595674921776,2.96781602336911,2.61339795240578,1.53885423261239,4.46009968994626e-07,4.46009968994626e-07,1.36578407489801e-06,1.36578407489801e-06,0,0,0,0,0,0,0,0.00337195864059363,4.56638250218718,4.56975446082777,-1.74268732559997e-06
26,-0.00245676490661506,0.391072451540962,-2.5363398830054e-09,0.0129519506205948,8.13706460229972e-05,1.45795152512795e-05,25050,32,0.1,8.88867734872373e-05,1.20383156023033e-06,2.01216293823493e-06,4.94398766255061e-06,4.50314303920581e-06,2.32812488082888e-06,0.00103551228183751,15973.4630363421,0.6112012558323,3.29095568938436,2.88966744034286,0.727742627838318,-3.81764385308178e-07,-3.81764385308178e-07,1.35587340606583e-06,1.35587340606583e-06,0,0,0,0,0,0,0,0.00364632314029664,4.56638987847916,4.57003620161945,-4.70283800960505e-07
27,-0.00245672704344415,0.391070995114941,-2.88951184313669e-09,0.0134501019046934,8.44996637683714e-05,1.29983118644654e-05,25050,25,0.1,8.88876900212086e-05,1.29480779009121e-06,2.17713131197794e-06,5.20001518603606e-06,4.81337907674316e-06,2.55362854965751e-06,0.00103551243857247,18038.210866498,0.699510993765862,3.40978661020411,3.15056964739865,0.825100701308811,-1.24326538227226e-06,-1.24326538227226e-06,1.35513969996703e-06,1.35513969996703e-06,0,0,0,0,0,0,0,0.00393143954737851,4.56639762278685,4.57032906233423,-3.77619920731585e-06
28,-0.00245668863070476,0.391069517223138,-3.27722985430357e-09,0.0139482527388073,8.76286275794729e-05,1.11778837286342e-05,25050,31,0.1,8.88886255398158e-05,1.34195759916572e-06,2.37287164341357e-06,5.57812996711576e-06,5.11880410434153e-06,2.69028993552777e-06,0.00103551235422483,18703.777487315,0.797503842845126,3.66051541754198,3.40180403195375,0.925067626632578,-1.93886254778552e-06,-1.93886254778552e-06,1.3042789199225e-06,1.3042789199225e-06,0,0,0,0,0,0,0,0.00422731234930551,4.56640573437821,4.57063304672751,-4.13598284913063e-07
29,-0.00245664975721566,0.391068021386953,-3.70131960960469e-09,0.0144464030389781,9.07575382921489e-05,9.10995853803494e-06,25050,30,0.1,8.88895784880468e-05,1.34836341974148e-06,2.54438957646144e-06,5.78633652933226e-06,5.44841452039562e-06,2.89216616849128e-06,0.00103551242985944,19638.2115532593,0.90668475655772,3.59391747690045,3.61211704076285,1.04355112699261,-2.78606151486586e-06,-2.78606151486586e-06,1.28862038339317e-06,1.28862038339317e-06,0,0,0,0,0,0,0,0.00453393793896351,4.56641422135829,4.57094815929725,5.03704122254767e-07
30,-0.00245661051347254,0.391066511220727,-4.16358522219904e-09,0.0149445527144237,9.38863969951752e-05,6.78632486684568e-06,25050,30,0.1,8.88905472852505e-05,1.44198572081501e-06,2.7313748620322e-06,6.14944187421666e-06,5.71001967384466e-06,3.05792325726556e-06,0.00103551247516098,21721.4906710872,1.02995347136764,4.03029856581532,3.53851832332826,1.17741168393778,-3.34381287053824e-06,-3.34381287053824e-06,1.26407727688236e-06,1.26407727688236e-06,0,0,0,0,0,0,0,0.00485131526501452,4.56642308723187,4.57127440249688,7.40266743099369e-07
31,-0.00245657099149608,0.39106499042827,-4.66580186037056e-09,0.0154427016673796,9.70152050297687e-05,4.19883376988013e-06,25050,34,0.1,8.88915303277385e-05,1.43261864070778e-06,2.91179325100155e-06,6.37622514077596e-06,6.03381898734248e-06,3.21514939305026e-06,0.00103551257781687,21949.1509662648,1.17153871275887,4.04459329079634,4.05451568432049,1.32444827107349,-4.06509115919161e-06,-4.06509115919161e-06,1.19779927152892e-06,1.19779927152892e-06,0,0,0,0,0,0,0,0.00517944986533359,4.56643233509222,4.57161178495755,-3.85374261635868e-06
32,-0.00245653128467728,0.391063462799323,-5.20970844876772e-09,0.0159408497929472,0.000100143963988221,1.33940032482263e-06,25050,28,0.1,8.88925259919577e-05,1.50959927685766e-06,3.08321909114758e-06,6.60550292860637e-06,6.28645559648669e-06,3.45456646456894e-06,0.00103551255904066,24139.9325059589,1.32849792862172,4.40555130057081,4.03085812862224,1.49997424974248,-4.65322043263099e-06,-4.65322043263099e-06,1.14319260348591e-06,1.14319260348591e-06,0,0,0,0,0,0,0,0.00551833088708852,4.56644197389835,4.57196030478544,5.87365175835936e-07
33,-0.00245649148762014,0.391061932205944,-5.79700046842335e-09,0.0164389969789496,0.000103272675711647,-1.79999488639384e-06,25050,30,0.1,8.88935326375099e-05,1.51713683751277e-06,3.29096775901658e-06,6.82338194268594e-06,6.54141302505349e-06,3.6533632676295e-06,0.00103551278348801,25244.7522928301,1.51548378790948,4.01033340134419,4.49437703208411,1.70119051552558,-5.11613278831842e-06,-5.11613278831842e-06,1.11510323144914e-06,1.11510323144914e-06,0,0,0,0,0,0,0,0.0058679703070879,4.56645200159848,4.57231997190557,-6.8394558189057e-06
34,-0.00245645169598206,0.391060402598832,-6.42932288199377e-09,0.0169371431057944,0.000106401342286832,-5.22730435770013e-06,25050,34,0.1,8.88945486098157e-05,1.60637691571783e-06,3.50043083546076e-06,7.142746757206e-06,6.76004837453388e-06,3.75379231106185e-06,0.00103551273512736,26866.7846255169,1.73193505879306,4.62208968942557,4.10631578297424,1.90843398937617,-5.70402062731551e-06,-5.70402062731551e-06,1.01515172693223e-06,1.01515172693223e-06,0,0,0,0,0,0,0,0.006228357513747,4.5664624285394,4.57269078605315,6.54551386604211e-06
35,-0.00245641200631212,0.391058878003597,-7.10826320458903e-09,0.0174352880463437,0.000109529966042188,-8.95041230275002e-06,25050,34,0.1,8.88955722431702e-05,1.54701835796029e-06,3.65726628478041e-06,7.22638043286669e-06,7.02892942076655e-06,3.97458772496914e-06,0.00103551287619807,27202.3502288729,1.97357040045332,4.23626608847962,4.72403319918288,2.17602896629144,-6.23920679855656e-06,-6.23920679855656e-06,9.69120948186359e-07,9.69120948186359e-07,0,0,0,0,0,0,0,0.00659949722254037,4.56647325782525,4.57307275504779,-3.63646182851741e-06
36,-0.00245637251588764,0.391057362516963,-7.8353447530937e-09,0.017933431665791,0.0001126585495428,-1.29771333635737e-05,25050,27,0.1,8.88966018645206e-05,1.65302576382594e-06,3.84781118782108e-06,7.40751640440821e-06,7.17847961265175e-06,4.23883103266886e-06,0.00103551282359149,30690.0353927468,2.27131044192668,4.48664536504326,4.27706196362029,2.50891101159054,-6.61680726555373e-06,-6.61680726555373e-06,8.79344768253314e-07,8.79344768253314e-07,0,0,0,0,0,0,0,0.00698138352852924,4.56648449700301,4.57346588053154,-5.95561871968804e-06
37,-0.00245633332254913,0.391055860302933,-8.6120200935834e-09,0.0184315738215454,0.000115787095584576,-1.73152113855334e-05,25050,37,0.1,8.88976357951405e-05,1.67413485844661e-06,4.07926588086381e-06,7.61654232132013e-06,7.36332606650695e-06,4.28946686745896e-06,0.00103551318333017,30448.2816671061,2.64481063973563,5.36025123622636,4.63963079085661,2.84193762732716,-6.95350508459998e-06,-6.95350508459998e-06,8.42015220563979e-07,8.42015220563979e-07,0,0,0,0,0,0,0,0.0073740263385306,4.56649614452076,4.57387017085929,-2.8485698240898e-05
38,-0.00245629452453404,0.391054375588896,-9.43966471514683e-09,0.0189297143631222,0.000118915607187487,-2.19723182600046e-05,25050,30,0.1,8.88986723544678e-05,1.66120782012726e-06,4.22386969875111e-06,7.66172960728054e-06,7.52959964221159e-06,4.61224539128695e-06,0.00103551295463744,32392.0831885923,3.05736712892548,4.37506993873799,5.57723368914927,3.34585137741078,-7.67019314949614e-06,-7.67019314949614e-06,6.78106789119393e-07,6.78106789119393e-07,0,0,0,0,0,0,0,0.00777741249055712,4.56650821429456,4.57428562678511,-5.29472981072403e-06
39,-0.00245625622030952,0.391052912661704,-1.03195709535364e-08,0.0194278531320403,0.000122044087587919,-2.695605283557e-05,25050,30,0.1,8.88997098639665e-05,1.77892382004384e-06,4.45714858122299e-06,7.91270208712919e-06,7.62806289612079e-06,4.77779515446291e-06,0.00103551324954376,35332.2655702957,3.63576604769283,4.66006704206475,4.45969809393099,6.81016139314123,-7.7376010815368e-06,-7.7376010815368e-06,6.76874760102606e-07,6.76874760102606e-07,0,0,0,0,0,0,0,0.00819155028553732,4.56652070527339,4.57471225555893,-4.36181329914461e-06
40,-0.00245621850840452,0.391051475863706,-1.12529421808526e-08,0.0199259899617261,0.000125172540230132,-3.22739398994951e-05,25050,39,0.2,8.89007466476077e-05,1.62655099270127e-06,4.66212615276304e-06,7.72946479854674e-06,7.81271350068905e-06,4.89589820003649e-06,0.00103551318176887,33599.7855147378,4.36406217368708,4.16636297070963,4.85232441846876,4.67327512235578,-8.3098981981192e-06,-8.3098981981192e-06,5.27490331217669e-07,5.27490331217669e-07,0,0,0,0,0,0,0,0.00861644230393753,4.56653362300935,4.57515006531328,4.97105343245491e-07
41,-0.00245618148724145,0.391050069588745,-1.22408872970818e-08,0.0204241246774238,0.000128300968756831,-3.79334292298616e-05,25050,33,0.1,8.89017810375276e-05,1.73780652483652e-06,4.82301369954395e-06,8.03844895539902e-06,7.75179778417836e-06,5.07989321710068e-06,0.00103551346618513,36364.3155867861,5.34108844077542,4.37643815985798,4.15437001656748,5.69397862453411,-8.64242056516177e-06,-8.64242056516177e-06,4.85625852202053e-07,4.85625852202053e-07,0,0,0,0,0,0,0,0.00905206102210115,4.56654698482444,4.57559904584654,-3.15496109756945e-05
42,-0.00245614525496782,0.39104869827814,-1.3284415530384e-08,0.0209222570961119,0.000131429376998877,-4.39418947195956e-05,25050,32,0.1,8.89028113756625e-05,1.85902961366453e-06,4.99268447400431e-06,8.18323255633025e-06,7.91125752561475e-06,5.29141799805791e-06,0.00103551342753716,39189.7159100771,6.7486881382622,4.64662891936174,4.43862067302462,7.1918010847078,-9.07944191506655e-06,-9.07944191506655e-06,3.41528936764304e-07,3.41528936764304e-07,0,0,0,0,0,0,0,0.00949845026704597,4.56656077755778,4.57605922782482,-1.82437874357913e-05
43,-0.002456109909288,0.391047366416632,-1.43844315751396e-08,0.0214203870264251,0.000134557768964132,-5.03066335733488e-05,25050,37,0.1,8.89038360167601e-05,1.70030944895888e-06,5.18825371901337e-06,7.87798091149763e-06,8.05633664931877e-06,5.47052087608106e-06,0.00103551334505647,36545.2754464425,8.9524647358489,3.85424179280692,4.80655566751416,9.49743923630416,-9.4137130535649e-06,-9.4137130535649e-06,2.79226289944921e-07,2.79226289944921e-07,0,0,0,0,0,0,0,0.00995558517983517,4.56657501682269,4.57653060200252,1.01678016192915e-05
44,-0.00245607554729556,0.391046078528319,-1.55417310872386e-08,0.0219185142685826,0.000137686148825473,-5.70348655775764e-05,25050,35,0.1,8.89048533312292e-05,1.7724241015275e-06,5.37445375329023e-06,8.06884963884206e-06,7.91037297677541e-06,5.59420024613784e-06,0.00103551352269349,38451.0282316584,12.8925058322313,4.10343127389535,3.83000862302767,13.5532782638886,-9.71241302613913e-06,-9.71241302613913e-06,1.96028776243493e-07,1.96028776243493e-07,0,0,0,0,0,0,0,0.0104234461804286,4.56658971685583,4.57701316303626,1.90056041268554e-05
45,-0.00245604226530638,0.391044839172574,-1.67569965439872e-08,0.0224166386143213,0.000140814520907975,-6.41337324445366e-05,25050,34,0.1,8.8905861708298e-05,1.7424145870609e-06,5.52420721870534e-06,8.01064003736203e-06,7.96122147518037e-06,5.84365583735326e-06,0.00103551360051768,38397.3286805515,21.8101638172067,3.16971385996865,4.12619868281926,23.1497953992903,-1.02494783353987e-05,-1.02494783353987e-05,7.0759178748967e-08,7.0759178748967e-08,0,0,0,0,0,0,0,0.0109020699845954,4.56660486784557,4.57750693783017,3.55972151869011e-05
46,-0.00245601015869285,0.391043652939956,-1.80307935012124e-08,0.0229147598468343,0.000143942889675303,-7.16102972309726e-05,25050,39,0.2,8.89068595591733e-05,1.73204256195424e-06,5.72450193527997e-06,7.96601188349396e-06,7.92868871380338e-06,5.90360556881973e-06,0.00103551361884302,37310.512931276,65.6061146453983,3.44820485651602,3.14462590589008,68.4492034346514,-1.05343495986731e-05,-1.05343495986731e-05,2.10824055399032e-08,2.10824055399032e-08,0,0,0,0,0,0,0,0.0113914350797265,4.56662048489197,4.5780119199717,1.32578758738015e-05
