T_index,T,T_SI,Omega,Omega_SI,P,P_SI,R_LC,R_LC_SI,star_rotation_angle
43,0.1312255859375,4.37721438400895e-06,0.0400539270861877,1200.7865253721,156.868146627907,0.00523255813953489,24.9663409494956,249663.409494956,0.00268916746794473
44,0.13427734375,4.479010067358e-06,0.0409854137626106,1228.71179340401,153.302961477273,0.00511363636363637,24.3989241097344,243989.241097344,0.00281424502459332
45,0.1373291015625,4.58080575070704e-06,0.0419169004390336,1256.63706143592,149.896229,0.005,23.8567257961847,238567.257961847,0.00294216525298393
46,0.140380859375,4.68260143405609e-06,0.0428483871154566,1284.56232946783,146.637615326087,0.00489130434782609,23.3381013223546,233381.013223546,0.00307292815311655
47,0.1434326171875,4.78439711740513e-06,0.0437798737918795,1312.48759749973,143.51766606383,0.00478723404255319,22.8415459750705,228415.459750705,0.00320653372499118
48,0.146484375,4.88619280075418e-06,0.0447113604683025,1340.41286553164,140.5277146875,0.0046875,22.3656804339232,223656.804339232,0.00334298196860783
49,0.1495361328125,4.98798848410323e-06,0.0456428471447255,1368.33813356355,137.659802142857,0.00459183673469388,21.909237976088,219092.37976088,0.00348227288396648
50,0.152587890625,5.08978416745227e-06,0.0465743338211484,1396.26340159546,134.9066061,0.0045,21.4710532165663,214710.532165663,0.00362440647106716
51,0.1556396484375,5.19157985080132e-06,0.0475058204975714,1424.18866962737,132.261378529412,0.00441176470588236,21.0500521731042,210500.521731042,0.00376938272990984
52,0.15869140625,5.29337553415036e-06,0.0484373071739944,1452.11393765928,129.717890480769,0.00432692307692308,20.6452434774676,206452.434774676,0.00391720166049454
53,0.1617431640625,5.39517121749941e-06,0.0493687938504173,1480.03920569119,127.270383113208,0.00424528301886793,20.2557105816663,202557.105816663,0.00406786326282126
54,0.164794921875,5.49696690084845e-06,0.0503002805268403,1507.9644737231,124.913524166667,0.00416666666666667,19.8806048301539,198806.048301539,0.00422136753688998
55,0.1678466796875,5.5987625841975e-06,0.0512317672032633,1535.88974175501,122.642369181818,0.00409090909090909,19.5191392877875,195191.392877875,0.00437771448270072
56,0.1708984375,5.70055826754654e-06,0.0521632538796863,1563.81500978692,120.452326875,0.00401785714285715,19.170583229077,191705.83229077,0.00453690410025348
57,0.1739501953125,5.80235395089559e-06,0.0530947405561092,1591.74027781883,118.339128157895,0.00394736842105264,18.8342572075143,188342.572075143,0.00469893638954824
58,0.177001953125,5.90414963424463e-06,0.0540262272325322,1619.66554585074,116.298798362069,0.00387931034482759,18.5095286349709,185095.286349709,0.00486381135058502
59,0.1800537109375,6.00594531759368e-06,0.0549577139089552,1647.59081388265,114.327632288136,0.0038135593220339,18.1958078106494,181958.078106494,0.00503152898336382
60,0.18310546875,6.10774100094273e-06,0.0558892005853781,1675.51608191455,112.42217175,0.00375,17.8925443471385,178925.443471385,0.00520208928788463
61,0.1861572265625,6.20953668429177e-06,0.0568206872618011,1703.44134994646,110.579185327869,0.00368852459016394,17.5992239480051,175992.239480051,0.00537549226414745
62,0.189208984375,6.31133236764082e-06,0.0577521739382241,1731.36661797837,108.795650080645,0.00362903225806452,17.3153654972309,173153.654972309,0.00555173791215228
63,0.1922607421875,6.41312805098986e-06,0.058683660614647,1759.29188601028,107.068735,0.00357142857142857,17.0405184258462,170405.184258462,0.00573082623189913
64,0.1953125,6.51492373433891e-06,0.05961514729107,1787.21715404219,105.395786015625,0.003515625,16.7742603254424,167742.603254424,0.00591275722338799
65,0.1983642578125,6.61671941768795e-06,0.060546633967493,1815.1424220741,103.774312384615,0.00346153846153846,16.516194781974,165161.94781974,0.00609753088661886
66,0.201416015625,6.718515101037e-06,0.0614781206439159,1843.06769010601,102.201974318182,0.00340909090909091,16.2659494064896,162659.494064896,0.00628514722159175
67,0.2044677734375,6.82031078438604e-06,0.0624096073203389,1870.99295813792,100.676571716418,0.00335820895522388,16.0231740422136,160231.740422136,0.00647560622830665
68,0.20751953125,6.92210646773509e-06,0.0633410939967619,1898.91822616983,99.1960338970589,0.00330882352941177,15.7875391298281,157875.391298281,0.00666890790676357
69,0.2105712890625,7.02390215108413e-06,0.0642725806731849,1926.84349420174,97.7584102173914,0.00326086956521739,15.5587342149031,155587.342149031,0.0068650522569625
70,0.213623046875,7.12569783443318e-06,0.0652040673496078,1954.76876223365,96.3618615000001,0.00321428571428572,15.3364665832616,153364.665832616,0.00706403927890344
71,0.2166748046875,7.22749351778223e-06,0.0661355540260308,1982.69403026556,95.0046521830987,0.00316901408450704,15.1204600116664,151204.600116664,0.00726586897258639
72,0.2197265625,7.32928920113127e-06,0.0670670407024538,2010.61929829747,93.6851431250001,0.003125,14.9104536226155,149104.536226155,0.00747054133801136
73,0.2227783203125,7.43108488448032e-06,0.0679985273788767,2038.54456632938,92.4017850000001,0.00308219178082192,14.7062008332646,147062.008332646,0.00767805637517834
74,0.225830078125,7.53288056782936e-06,0.0689300140552997,2066.46983436128,91.1531122297298,0.00304054054054054,14.5074683895718,145074.683895718,0.00788841408408734
75,0.2288818359375,7.63467625117841e-06,0.0698615007317227,2094.39510239319,89.9377374000001,0.003,14.3140354777108,143140.354777108,0.00810161446473835
76,0.23193359375,7.73647193452745e-06,0.0707929874081456,2122.3203704251,88.7543461184211,0.00296052631578948,14.1256929056357,141256.929056357,0.00831765751713137
77,0.2349853515625,7.8382676178765e-06,0.0717244740845686,2150.24563845701,87.6016922727273,0.00292207792207792,13.9422423484196,139422.423484196,0.00853654324126641
78,0.238037109375,7.94006330122554e-06,0.0726559607609916,2178.17090648892,86.4785936538462,0.00288461538461539,13.763495651645,137634.95651645,0.00875827163714346
79,0.2410888671875,8.04185898457459e-06,0.0735874474374145,2206.09617452083,85.3839279113925,0.00284810126582279,13.5892741877002,135892.741877002,0.00898284270476252
80,0.244140625,8.14365466792363e-06,0.0745189341138375,2234.02144255274,84.3166288125001,0.0028125,13.4194082603539,134194.082603539,0.0092102564441236
81,0.2471923828125,8.24545035127268e-06,0.0754504207902605,2261.94671058465,83.2756827777779,0.00277777777777778,13.253736553436,132537.36553436,0.00944051285522669
82,0.250244140625,8.34724603462172e-06,0.0763819074666834,2289.87197861656,82.2601256707318,0.00274390243902439,13.0921056198575,130921.056198575,0.00967361193807179
83,0.2532958984375,8.44904171797077e-06,0.0773133941431064,2317.79724664847,81.2690398192772,0.00271084337349398,12.93436940757,129343.6940757,0.00990955369265891
84,0.25634765625,8.55083740131982e-06,0.0782448808195294,2345.72251468038,80.3015512500001,0.00267857142857143,12.7803888193847,127803.888193847,0.010148338118988
85,0.2593994140625,8.65263308466886e-06,0.0791763674959523,2373.64778271229,79.3568271176471,0.00264705882352941,12.6300313038625,126300.313038625,0.0103899652170592
86,0.262451171875,8.75442876801791e-06,0.0801078541723753,2401.57305074419,78.4340733139536,0.00261627906976744,12.4831704747478,124831.704747478,0.0106344349868723
87,0.2655029296875,8.85622445136695e-06,0.0810393408487983,2429.4983187761,77.5325322413794,0.00258620689655173,12.3396857566473,123396.857566473,0.0108817474284275
88,0.2685546875,8.958020134716e-06,0.0819708275252213,2457.42358680801,76.6514807386364,0.00255681818181818,12.1994620548672,121994.620548672,0.0111319025417247
89,0.2716064453125,9.05981581806504e-06,0.0829023142016442,2485.34885483992,75.7902281460675,0.00252808988764045,12.0623894475091,120623.894475091,0.0113849003267639
90,0.274658203125,9.16161150141409e-06,0.0838338008780672,2513.27412287183,74.9481145000001,0.0025,11.9283628980924,119283.628980924,0.0116407407835451
91,0.2777099609375,9.26340718476313e-06,0.0847652875544902,2541.19939090374,74.1245088461539,0.00247252747252748,11.7972819871243,117972.819871243,0.0118994239120683
92,0.28076171875,9.36520286811218e-06,0.0856967742309131,2569.12465893565,73.3188076630435,0.00244565217391305,11.6690506611773,116690.506611773,0.0121609497123336
93,0.2838134765625,9.46699855146122e-06,0.0866282609073361,2597.04992696756,72.5304333870968,0.00241935483870968,11.5435769981539,115435.769981539,0.0124253181843408
94,0.286865234375,9.56879423481027e-06,0.0875597475837591,2624.97519499947,71.758833031915,0.0023936170212766,11.4207729875352,114207.729875352,0.0126925293280901
95,0.2899169921875,9.67058991815932e-06,0.088491234260182,2652.90046303138,71.0034768947369,0.00236842105263158,11.3005543245086,113005.543245086,0.0129625831435814
96,0.29296875,9.77238560150836e-06,0.089422720936605,2680.82573106329,70.2638573437501,0.00234375,11.1828402169616,111828.402169616,0.0132354796308146
97,0.2960205078125,9.87418128485741e-06,0.090354207613028,2708.7509990952,69.5394876804124,0.00231958762886598,11.0675532044156,110675.532044156,0.01351121878979
98,0.299072265625,9.97597696820645e-06,0.0912856942894509,2736.67626712711,68.8299010714286,0.00229591836734694,10.954618988044,109546.18988044,0.0137898006205073
99,0.3021240234375,1.00777726515555e-05,0.0922171809658739,2764.60153515902,68.1346495454546,0.00227272727272727,10.8439662709931,108439.662709931,0.0140712251229666
100,0.30517578125,1.01795683349045e-05,0.0931486676422969,2792.52680319092,67.4533030500001,0.00225,10.7355266082831,107355.266082831,0.0143554922971679
101,0.3082275390625,1.02813640182536e-05,0.0940801543187198,2820.45207122283,66.7854485643565,0.00222772277227723,10.6292342656269,106292.342656269,0.0146426021431113
102,0.311279296875,1.03831597016026e-05,0.0950116409951428,2848.37733925474,66.1306892647059,0.00220588235294118,10.5250260865521,105250.260865521,0.0149325546607967
103,0.3143310546875,1.04849553849517e-05,0.0959431276715658,2876.30260728665,65.4886437378641,0.00218446601941748,10.4228413672652,104228.413672652,0.0152253498502241
104,0.3173828125,1.05867510683007e-05,0.0968746143479887,2904.22787531856,64.8589452403847,0.00216346153846154,10.3226217387338,103226.217387338,0.0155209877113935
105,0.3204345703125,1.06885467516498e-05,0.0978061010244117,2932.15314335047,64.2412410000001,0.00214285714285714,10.2243110555077,102243.110555077,0.0158194682443049
106,0.323486328125,1.07903424349988e-05,0.0987375877008347,2960.07841138238,63.6351915566038,0.00212264150943396,10.1278552908331,101278.552908331,0.0161207914489583
107,0.3265380859375,1.08921381183479e-05,0.0996690743772577,2988.00367941429,63.040470140187,0.00210280373831776,10.0332024376478,100332.024376478,0.0164249573253537
108,0.32958984375,1.09939338016969e-05,0.100600561053681,3015.9289474462,62.4567620833334,0.00208333333333334,9.94030241507697,99403.0241507697,0.0167319658734912
109,0.3326416015625,1.1095729485046e-05,0.101532047730104,3043.85421547811,61.8837642660551,0.00206422018348624,9.84910698007627,98491.0698007627,0.0170418170933707
110,0.335693359375,1.1197525168395e-05,0.102463534406527,3071.77948351002,61.3211845909092,0.00204545454545455,9.75956964389376,97595.6964389375,0.0173545109849921
111,0.3387451171875,1.1299320851744e-05,0.10339502108295,3099.70475154193,60.7687414864865,0.00202702702702703,9.67164559304787,96716.4559304787,0.0176700475483556
112,0.341796875,1.14011165350931e-05,0.104326507759372,3127.63001957384,60.2261634375001,0.00200892857142857,9.58529161453851,95852.9161453851,0.0179884267834611
113,0.3448486328125,1.15029122184421e-05,0.105257994435795,3155.55528760574,59.6931885398231,0.00199115044247788,9.50046602502932,95004.6602502932,0.0183096486903087
114,0.347900390625,1.16047079017912e-05,0.106189481112218,3183.48055563765,59.1695640789474,0.00197368421052632,9.41712860375713,94171.2860375713,0.0186337132688982
115,0.3509521484375,1.17065035851402e-05,0.107120967788641,3211.40582366956,58.6550461304348,0.00195652173913044,9.33524052894185,93352.4052894185,0.0189606205192297
116,0.35400390625,1.18082992684893e-05,0.108052454465064,3239.33109170147,58.1493991810345,0.0019396551724138,9.25476431748546,92547.6431748546,0.0192903704413033
117,0.3570556640625,1.19100949518383e-05,0.108983941141487,3267.25635973338,57.6523957692308,0.00192307692307693,9.17566376776336,91756.6376776336,0.0196229630351189
118,0.360107421875,1.20118906351874e-05,0.10991542781791,3295.18162776529,57.1638161440679,0.00190677966101695,9.09790390532469,90979.0390532469,0.0199583983006765
119,0.3631591796875,1.21136863185364e-05,0.110846914494333,3323.1068957972,56.6834479411765,0.00189075630252101,9.02145093133036,90214.5093133036,0.0202966762379761
120,0.3662109375,1.22154820018855e-05,0.111778401170756,3351.03216382911,56.2110858750001,0.001875,8.94627217356928,89462.7217356928,0.0206377968470177
121,0.3692626953125,1.23172776852345e-05,0.112709887847179,3378.95743186102,55.746531446281,0.00185950413223141,8.87233603990341,88723.3603990342,0.0209817601278013
122,0.372314453125,1.24190733685835e-05,0.113641374523602,3406.88269989293,55.2895926639345,0.00184426229508197,8.79961197400257,87996.1197400257,0.021328566080327
123,0.3753662109375,1.25208690519326e-05,0.114572861200025,3434.80796792484,54.8400837804879,0.00182926829268293,8.72807041323832,87280.7041323832,0.0216782147045946
124,0.37841796875,1.26226647352816e-05,0.115504347876448,3462.73323595675,54.3978250403226,0.00181451612903226,8.65768274861543,86576.8274861543,0.0220307060006043
125,0.3814697265625,1.27244604186307e-05,0.116435834552871,3490.65850398866,53.9626424400001,0.0018,8.58842128662651,85884.2128662651,0.022386039968356
126,0.384521484375,1.28262561019797e-05,0.117367321229294,3518.58377202056,53.5343675000001,0.00178571428571429,8.52025921292312,85202.5921292312,0.0227442166078497
127,0.3875732421875,1.29280517853288e-05,0.118298807905717,3546.50904005247,53.1128370472441,0.00177165354330709,8.45317055770325,84531.7055770325,0.0231052359190854
128,0.390625,1.30298474686778e-05,0.11923029458214,3574.43430808438,52.6978930078126,0.0017578125,8.3871301627212,83871.301627212,0.0234690979020631
129,0.3936767578125,1.31316431520269e-05,0.120161781258563,3602.35957611629,52.2893822093024,0.00174418604651163,8.32211364983189,83221.1364983189,0.0238358025567828
130,0.396728515625,1.32334388353759e-05,0.121093267934986,3630.2848441482,51.8871561923077,0.00173076923076923,8.25809739098703,82580.9739098703,0.0242053498832446
131,0.3997802734375,1.3335234518725e-05,0.122024754611409,3658.21011218011,51.4910710305344,0.0017175572519084,8.19505847960544,81950.5847960544,0.0245777398814483
132,0.40283203125,1.3437030202074e-05,0.122956241287832,3686.13538021202,51.100987159091,0.00170454545454546,8.1329747032448,81329.747032448,0.0249529725513941
133,0.4058837890625,1.3538825885423e-05,0.123887727964255,3714.06064824393,50.7167692105264,0.00169172932330827,8.07182451750611,80718.2451750611,0.0253310478930819
134,0.408935546875,1.36406215687721e-05,0.124819214640678,3741.98591627584,50.338285858209,0.00167910447761194,8.01158702110681,80115.8702110681,0.0257119659065117
135,0.4119873046875,1.37424172521211e-05,0.125750701317101,3769.91118430775,49.9654096666667,0.00166666666666667,7.95224193206158,79522.4193206158,0.0260957265916835
136,0.4150390625,1.38442129354702e-05,0.126682187993524,3797.83645233966,49.5980169485295,0.00165441176470588,7.89376956491407,78937.6956491407,0.0264823299485973
137,0.4180908203125,1.39460086188192e-05,0.127613674669947,3825.76172037157,49.2359876277373,0.00164233576642336,7.83615080896579,78361.5080896579,0.0268717759772532
138,0.421142578125,1.40478043021683e-05,0.12854516134637,3853.68698840348,48.8792051086957,0.0016304347826087,7.77936710745154,77793.6710745154,0.027264064677651
139,0.4241943359375,1.41495999855173e-05,0.129476648022793,3881.61225643539,48.5275561510792,0.00161870503597122,7.72340043761376,77234.0043761376,0.0276591960497909
140,0.42724609375,1.42513956688664e-05,0.130408134699216,3909.5375244673,48.18093075,0.00160714285714286,7.6682332916308,76682.332916308,0.0280571700936728
141,0.4302978515625,1.43531913522154e-05,0.131339621375639,3937.46279249921,47.8392220212766,0.00159574468085106,7.61384865835683,76138.4865835683,0.0284579868092967
142,0.433349609375,1.44549870355645e-05,0.132271108052062,3965.38806053112,47.5023260915493,0.00158450704225352,7.56023000583319,75602.3000583318,0.0288616461966626
143,0.4364013671875,1.45567827189135e-05,0.133202594728485,3993.31332856303,47.170141993007,0.00157342657342657,7.50736126453365,75073.6126453365,0.0292681482557705
144,0.439453125,1.46585784022625e-05,0.134134081404908,4021.23859659494,46.8425715625,0.0015625,7.45522681130772,74552.2681130772,0.0296774929866205
145,0.4425048828125,1.47603740856116e-05,0.135065568081331,4049.16386462684,46.5195193448276,0.00155172413793103,7.40381145398836,74038.1145398836,0.0300896803892124
146,0.445556640625,1.48621697689606e-05,0.135997054757754,4077.08913265875,46.2008925,0.00154109589041096,7.35310041663227,73531.0041663227,0.0305047104635464
147,0.4486083984375,1.49639654523097e-05,0.136928541434177,4105.01440069066,45.8866007142857,0.00153061224489796,7.30307932536267,73030.7932536266,0.0309225832096224
148,0.45166015625,1.50657611356587e-05,0.1378600281106,4132.93966872257,45.5765561148649,0.00152027027027027,7.25373419478589,72537.3419478589,0.0313432986274404
149,0.4547119140625,1.51675568190078e-05,0.138791514787023,4160.86493675448,45.2706731879194,0.00151006711409396,7.20505141495511,72050.5141495511,0.0317668567170004
150,0.457763671875,1.52693525023568e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0321932574783024
151,0.4608154296875,1.53711481857059e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0326196582396044
152,0.4638671875,1.54729438690549e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0330460590009064
153,0.4669189453125,1.55747395524039e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0334724597622084
154,0.469970703125,1.5676535235753e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0338988605235105
155,0.4730224609375,1.5778330919102e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0343252612848125
156,0.47607421875,1.58801266024511e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0347516620461145
157,0.4791259765625,1.59819222858001e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0351780628074165
158,0.482177734375,1.60837179691492e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0356044635687186
159,0.4852294921875,1.61855136524982e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0360308643300206
160,0.48828125,1.62873093358473e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0364572650913226
161,0.4913330078125,1.63891050191963e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0368836658526246
162,0.494384765625,1.64909007025454e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0373100666139266
163,0.4974365234375,1.65926963858944e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0377364673752287
164,0.50048828125,1.66944920692434e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0381628681365307
165,0.5035400390625,1.67962877525925e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0385892688978327
166,0.506591796875,1.68980834359415e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0390156696591347
167,0.5096435546875,1.69998791192906e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0394420704204368
168,0.5126953125,1.71016748026396e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0398684711817388
169,0.5157470703125,1.72034704859887e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0402948719430408
170,0.518798828125,1.73052661693377e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0407212727043428
171,0.5218505859375,1.74070618526868e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0411476734656448
172,0.52490234375,1.75088575360358e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0415740742269469
173,0.5279541015625,1.76106532193849e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0420004749882489
174,0.531005859375,1.77124489027339e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0424268757495509
175,0.5340576171875,1.7814244586083e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0428532765108529
176,0.537109375,1.7916040269432e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0432796772721549
177,0.5401611328125,1.8017835952781e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.043706078033457
178,0.543212890625,1.81196316361301e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.044132478794759
179,0.5462646484375,1.82214273194791e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.044558879556061
180,0.54931640625,1.83232230028282e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.044985280317363
181,0.5523681640625,1.84250186861772e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0454116810786651
182,0.555419921875,1.85268143695263e-05,0.139723001463446,4188.79020478639,44.9688687,0.0015,7.15701773885541,71570.1773885541,0.0458380818399671
