Setting delta_T to a sum of reciprocal powers of 2 to avoid floating point errors:	0.0030517578125 from 0.003
Setting delta_r to a sum of reciprocal powers of 2 to avoid floating point errors:	0.0909423828125 from 0.0909090909090909
New r_max = 10.0032958984375 from 10

It seemed before that the sponge layer had no effect Try it again and see if it at least attenuates the outer boundary. Remember that I'm fixing r_sponge at 0.9 r_max but perhaps I should fix r_sponge on the outer boundary instead, i.e. closer to 1.0 * r_max.

Time start:	Thu May 30 14:11:01 2024

Parameter values (given in code units, then in SI units)
P_final                :	44.9688687          0.0015              
Omega_final            :	0.139723001463446   4188.79020478639    
R_LC_max               :	7.15701773885541    71570.1773885541    
r_min, r_max           :	1                   10.0032958984375    
n_r, delta_r           :	100                 0.0909423828125     
n_t, delta_t           :	1001                0.00314159265358979 
Timestep delta_T       :	0.0030517578125     1.01795683349045e-07
CFL max timestep       :	0.00314159265358979 1.04792251097584e-07
Length of simulation   :	1.5                 5.00346142797228e-05	steps: 500
Est. CSV size (MB)     :	50.6057739257812
ell_max                :	20
n_max                  :	10
Printing values at ( r[2], theta[5] ) = ( 1.181884765625, 0.0172787595947439 ) = ( 1.181884765625, 0.0055 pi ).
dOmega_by_dT_index     :	0.00093148667642297	dOmega_by_dT:	0.310495558807657
Ramp start             :	1	0.0030517578125
Ramp stop              :	150	0.457763671875

use_outer_sponge_layer:	1
sigma_0, gamma, beta    :	0.95	6	4

CSV file saved:	CSV/20240530_i_fiducial_100_change_sponge_4_profiles.csv
CSV file saved:	CSV/20240530_i_fiducial_100_change_sponge_5_history.csv
CSV _3_VSH_coeffs not saved.
CSV file saved:	CSV/20240530_i_fiducial_100_change_sponge_7_BCs.csv
Log file saved:	Logs/20240530_i_fiducial_100_change_sponge.txt
T_index       T             |	B_r           B_t           B_p           |	E_r           E_t           E_p           |	% E pts chngd |	nans_tot      % done        Est. time left
28            0.0854492     |	1.21121       0.0104643     -1.46339e-09  |	5.57354e-06   -0.000645101  1.15691e-05   |	0.1           |	0             5.8           0:11:14
29            0.088501      |	1.21121       0.0104642     -1.68295e-09  |	5.77258e-06   -0.000668139  1.18457e-05   |	0.1           |	0             6             0:11:11
30            0.0915527     |	1.21121       0.0104642     -1.92489e-09  |	5.97161e-06   -0.000691177  1.21098e-05   |	0.1           |	0             6.2           0:11:10
31            0.0946045     |	1.2112        0.0104641     -2.19041e-09  |	6.17065e-06   -0.000714215  1.23613e-05   |	0.1           |	0             6.4           0:11:08
32            0.0976562     |	1.2112        0.0104641     -2.48074e-09  |	6.36968e-06   -0.000737253  1.26002e-05   |	0.1           |	0             6.6           0:11:07
33            0.100708      |	1.2112        0.010464      -2.79709e-09  |	6.56872e-06   -0.000760291  1.28263e-05   |	0.1           |	0             6.8           0:11:05
34            0.10376       |	1.21119       0.0104639     -3.14066e-09  |	6.76776e-06   -0.000783328  1.30398e-05   |	0.1           |	0             7             0:11:03
35            0.106812      |	1.21119       0.0104639     -3.51265e-09  |	6.96679e-06   -0.000806365  1.32406e-05   |	0.1           |	0             7.2           0:11:05
36            0.109863      |	1.21119       0.0104638     -3.91422e-09  |	7.16583e-06   -0.000829403  1.34289e-05   |	0.1           |	0             7.4           0:11:07
37            0.112915      |	1.21118       0.0104638     -4.34652e-09  |	7.36487e-06   -0.00085244   1.36047e-05   |	0.1           |	0             7.6           0:11:05
38            0.115967      |	1.21118       0.0104638     -4.81069e-09  |	7.56391e-06   -0.000875477  1.37682e-05   |	0.1           |	0             7.8           0:11:02
39            0.119019      |	1.21117       0.0104637     -5.30782e-09  |	7.76296e-06   -0.000898514  1.39196e-05   |	0.1           |	0             8             0:11:00
40            0.12207       |	1.21117       0.0104637     -5.83898e-09  |	7.96201e-06   -0.000921551  1.40592e-05   |	0.1           |	0             8.2           0:10:59
41            0.125122      |	1.21116       0.0104637     -6.4052e-09   |	8.16106e-06   -0.000944587  1.41872e-05   |	0.1           |	0             8.4           0:10:57
42            0.128174      |	1.21116       0.0104636     -7.00749e-09  |	8.36011e-06   -0.000967624  1.4304e-05    |	0.1           |	0             8.6           0:10:55
43            0.131226      |	1.21116       0.0104636     -7.6468e-09   |	8.55917e-06   -0.000990661  1.44099e-05   |	0.1           |	0             8.8           0:10:53
44            0.134277      |	1.21115       0.0104636     -8.32404e-09  |	8.75823e-06   -0.0010137    1.45053e-05   |	0.1           |	0             9             0:10:51
45            0.137329      |	1.21115       0.0104636     -9.04009e-09  |	8.9573e-06    -0.00103673   1.45908e-05   |	0.1           |	0             9.2           0:10:49
46            0.140381      |	1.21114       0.0104636     -9.79574e-09  |	9.15637e-06   -0.00105977   1.46667e-05   |	0.1           |	0             9.4           0:10:47
47            0.143433      |	1.21114       0.0104636     -1.05918e-08  |	9.35545e-06   -0.00108281   1.47337e-05   |	0.1           |	0             9.6           0:10:45
48            0.146484      |	1.21113       0.0104636     -1.14289e-08  |	9.55453e-06   -0.00110584   1.47923e-05   |	0.1           |	0             9.8           0:10:43
49            0.149536      |	1.21113       0.0104637     -1.23077e-08  |	9.75362e-06   -0.00112888   1.48432e-05   |	0.1           |	0             10            0:10:42
50            0.152588      |	1.21113       0.0104637     -1.32289e-08  |	9.95272e-06   -0.00115191   1.4887e-05    |	0.1           |	0             10.2          0:10:41
51            0.15564       |	1.21112       0.0104637     -1.41929e-08  |	1.01518e-05   -0.00117495   1.49245e-05   |	0.1           |	0             10.4          0:10:39
52            0.158691      |	1.21112       0.0104638     -1.52002e-08  |	1.03509e-05   -0.00119798   1.49564e-05   |	0.2           |	0             10.6          0:10:38
53            0.161743      |	1.21111       0.0104638     -1.62511e-08  |	1.055e-05     -0.00122102   1.49836e-05   |	0.2           |	0             10.8          0:10:36
54            0.164795      |	1.21111       0.0104639     -1.7346e-08   |	1.07492e-05   -0.00124406   1.50068e-05   |	0.2           |	0             11            0:10:34
55            0.167847      |	1.2111        0.0104639     -1.84851e-08  |	1.09483e-05   -0.00126709   1.5027e-05    |	0.2           |	0             11.2          0:10:32
56            0.170898      |	1.2111        0.010464      -1.96686e-08  |	1.11474e-05   -0.00129013   1.50451e-05   |	0.2           |	0             11.4          0:10:30
57            0.17395       |	1.21109       0.010464      -2.08964e-08  |	1.13466e-05   -0.00131316   1.5062e-05    |	0.2           |	0             11.6          0:10:28
58            0.177002      |	1.21109       0.0104641     -2.21687e-08  |	1.15457e-05   -0.0013362    1.50788e-05   |	0.2           |	0             11.8          0:10:27
59            0.180054      |	1.21109       0.0104642     -2.34853e-08  |	1.17449e-05   -0.00135923   1.50965e-05   |	0.2           |	0             12            0:10:25
60            0.183105      |	1.21108       0.0104643     -2.4846e-08   |	1.19441e-05   -0.00138227   1.51161e-05   |	0.2           |	0             12.2          0:10:24
61            0.186157      |	1.21108       0.0104644     -2.62506e-08  |	1.21433e-05   -0.0014053    1.51388e-05   |	0.2           |	0             12.4          0:10:23
62            0.189209      |	1.21107       0.0104645     -2.76987e-08  |	1.23424e-05   -0.00142834   1.51656e-05   |	0.2           |	0             12.6          0:10:21
63            0.192261      |	1.21107       0.0104646     -2.91898e-08  |	1.25416e-05   -0.00145137   1.51978e-05   |	0.2           |	0             12.8          0:10:21
64            0.195312      |	1.21106       0.0104647     -3.07235e-08  |	1.27408e-05   -0.00147441   1.52366e-05   |	0.2           |	0             13            0:10:20
65            0.198364      |	1.21106       0.0104648     -3.2299e-08   |	1.29401e-05   -0.00149744   1.52831e-05   |	0.2           |	0             13.2          0:10:19
66            0.201416      |	1.21105       0.0104649     -3.39157e-08  |	1.31393e-05   -0.00152048   1.53385e-05   |	0.2           |	0             13.4          0:10:17
67            0.204468      |	1.21105       0.010465      -3.55727e-08  |	1.33385e-05   -0.00154351   1.54042e-05   |	0.2           |	0             13.6          0:10:15
68            0.20752       |	1.21104       0.0104652     -3.72691e-08  |	1.35377e-05   -0.00156654   1.54813e-05   |	0.2           |	0             13.8          0:10:13
69            0.210571      |	1.21104       0.0104653     -3.90039e-08  |	1.3737e-05    -0.00158958   1.55712e-05   |	0.2           |	0             14            0:10:12
70            0.213623      |	1.21104       0.0104654     -4.07761e-08  |	1.39362e-05   -0.00161261   1.56751e-05   |	0.2           |	0             14.2          0:10:11
71            0.216675      |	1.21103       0.0104656     -4.25845e-08  |	1.41355e-05   -0.00163565   1.57944e-05   |	0.2           |	0             14.4          0:10:09
72            0.219727      |	1.21103       0.0104657     -4.44279e-08  |	1.43347e-05   -0.00165868   1.59303e-05   |	0.2           |	0             14.6          0:10:07
73            0.222778      |	1.21102       0.0104658     -4.63048e-08  |	1.4534e-05    -0.00168172   1.60841e-05   |	0.2           |	0             14.8          0:10:05
74            0.22583       |	1.21102       0.010466      -4.82139e-08  |	1.47333e-05   -0.00170475   1.62572e-05   |	0.3           |	0             15            0:10:04
75            0.228882      |	1.21101       0.0104661     -5.01538e-08  |	1.49326e-05   -0.00172778   1.64508e-05   |	0.3           |	0             15.2          0:10:02
76            0.231934      |	1.21101       0.0104663     -5.21228e-08  |	1.51318e-05   -0.00175082   1.66661e-05   |	0.4           |	0             15.4          0:10:00
77            0.234985      |	1.211         0.0104664     -5.41194e-08  |	1.53311e-05   -0.00177385   1.69046e-05   |	0.4           |	0             15.6          0:10:00
78            0.238037      |	1.211         0.0104665     -5.6142e-08   |	1.55304e-05   -0.00179688   1.71674e-05   |	0.4           |	0             15.8          0:10:00
79            0.241089      |	1.21099       0.0104667     -5.81888e-08  |	1.57297e-05   -0.00181992   1.74557e-05   |	0.4           |	0             16            0:09:59
80            0.244141      |	1.21099       0.0104668     -6.02581e-08  |	1.5929e-05    -0.00184295   1.77708e-05   |	0.4           |	0             16.2          0:09:58
81            0.247192      |	1.21098       0.010467      -6.23483e-08  |	1.61283e-05   -0.00186598   1.81138e-05   |	0.4           |	0             16.4          0:09:56
82            0.250244      |	1.21097       0.0104671     -6.44574e-08  |	1.63276e-05   -0.00188902   1.8486e-05    |	0.4           |	0             16.6          0:09:54
83            0.253296      |	1.21097       0.0104672     -6.65837e-08  |	1.65269e-05   -0.00191205   1.88884e-05   |	0.5           |	0             16.8          0:09:52
84            0.256348      |	1.21096       0.0104674     -6.87256e-08  |	1.67262e-05   -0.00193508   1.93221e-05   |	0.5           |	0             17            0:09:51
85            0.259399      |	1.21096       0.0104675     -7.08812e-08  |	1.69254e-05   -0.00195811   1.97882e-05   |	0.5           |	0             17.2          0:09:49
86            0.262451      |	1.21095       0.0104676     -7.30488e-08  |	1.71247e-05   -0.00198114   2.02877e-05   |	0.5           |	0             17.4          0:09:48
87            0.265503      |	1.21095       0.0104677     -7.52268e-08  |	1.7324e-05    -0.00200417   2.08216e-05   |	0.5           |	0             17.6          0:09:46
88            0.268555      |	1.21094       0.0104679     -7.74136e-08  |	1.75233e-05   -0.0020272    2.13906e-05   |	0.5           |	0             17.8          0:09:44
89            0.271606      |	1.21093       0.010468      -7.96078e-08  |	1.77226e-05   -0.00205024   2.19958e-05   |	0.5           |	0             18            0:09:43
90            0.274658      |	1.21093       0.0104681     -8.18079e-08  |	1.79218e-05   -0.00207327   2.26379e-05   |	0.6           |	0             18.2          0:09:42
91            0.27771       |	1.21092       0.0104682     -8.40127e-08  |	1.81211e-05   -0.0020963    2.33177e-05   |	0.6           |	0             18.4          0:09:40
92            0.280762      |	1.21091       0.0104683     -8.62211e-08  |	1.83203e-05   -0.00211932   2.40358e-05   |	0.6           |	0             18.6          0:09:38
93            0.283813      |	1.2109        0.0104684     -8.84321e-08  |	1.85196e-05   -0.00214235   2.47929e-05   |	0.6           |	0             18.8          0:09:37
94            0.286865      |	1.2109        0.0104684     -9.0645e-08   |	1.87188e-05   -0.00216538   2.55895e-05   |	0.7           |	0             19            0:09:35
95            0.289917      |	1.21089       0.0104685     -9.28592e-08  |	1.8918e-05    -0.00218841   2.64261e-05   |	0.7           |	0             19.2          0:09:34
96            0.292969      |	1.21088       0.0104686     -9.50745e-08  |	1.91172e-05   -0.00221144   2.73032e-05   |	0.7           |	0             19.4          0:09:32
97            0.296021      |	1.21087       0.0104686     -9.72907e-08  |	1.93164e-05   -0.00223446   2.82211e-05   |	0.7           |	0             19.6          0:09:30
98            0.299072      |	1.21086       0.0104687     -9.95082e-08  |	1.95156e-05   -0.00225749   2.918e-05     |	0.7           |	0             19.8          0:09:29
99            0.302124      |	1.21086       0.0104687     -1.01727e-07  |	1.97148e-05   -0.00228052   3.01803e-05   |	0.7           |	0             20            0:09:27
100           0.305176      |	1.21085       0.0104688     -1.03949e-07  |	1.9914e-05    -0.00230354   3.12219e-05   |	0.8           |	0             20.2          0:09:26
101           0.308228      |	1.21084       0.0104688     -1.06175e-07  |	2.01132e-05   -0.00232657   3.2305e-05    |	0.8           |	0             20.4          0:09:24
102           0.311279      |	1.21083       0.0104689     -1.08407e-07  |	2.03123e-05   -0.00234959   3.34296e-05   |	0.9           |	0             20.6          0:09:23
103           0.314331      |	1.21082       0.0104689     -1.10646e-07  |	2.05114e-05   -0.00237261   3.45956e-05   |	0.9           |	0             20.8          0:09:21
104           0.317383      |	1.21081       0.0104689     -1.12896e-07  |	2.07106e-05   -0.00239563   3.58027e-05   |	0.9           |	0             21            0:09:20
105           0.320435      |	1.2108        0.0104689     -1.15159e-07  |	2.09097e-05   -0.00241865   3.70508e-05   |	1             |	0             21.2          0:09:18
106           0.323486      |	1.21078       0.0104689     -1.17438e-07  |	2.11088e-05   -0.00244168   3.83395e-05   |	1             |	0             21.4          0:09:17
107           0.326538      |	1.21077       0.0104689     -1.19739e-07  |	2.13078e-05   -0.00246469   3.96685e-05   |	1.1           |	0             21.6          0:09:15
108           0.32959       |	1.21076       0.0104689     -1.22065e-07  |	2.15069e-05   -0.00248771   4.10372e-05   |	1.1           |	0             21.8          0:09:13
109           0.332642      |	1.21075       0.0104689     -1.24423e-07  |	2.1706e-05    -0.00251073   4.24451e-05   |	1.1           |	0             22            0:09:12
110           0.335693      |	1.21073       0.0104688     -1.26816e-07  |	2.1905e-05    -0.00253375   4.38916e-05   |	1.1           |	0             22.2          0:09:11
111           0.338745      |	1.21072       0.0104688     -1.29254e-07  |	2.21041e-05   -0.00255676   4.5376e-05    |	1.1           |	0             22.4          0:09:09
112           0.341797      |	1.21071       0.0104688     -1.31741e-07  |	2.23031e-05   -0.00257978   4.68975e-05   |	1             |	0             22.6          0:09:08
113           0.344849      |	1.21069       0.0104687     -1.34287e-07  |	2.25021e-05   -0.00260279   4.84554e-05   |	0.9           |	0             22.8          0:09:06
114           0.3479        |	1.21068       0.0104687     -1.369e-07    |	2.27011e-05   -0.0026258    5.00487e-05   |	0.8           |	0             23            0:09:05
115           0.350952      |	1.21066       0.0104686     -1.39589e-07  |	2.29002e-05   -0.00264882   5.16766e-05   |	0.7           |	0             23.2          0:09:03
116           0.354004      |	1.21065       0.0104686     -1.42365e-07  |	2.30992e-05   -0.00267183   5.33379e-05   |	0.7           |	0             23.4          0:09:02
117           0.357056      |	1.21063       0.0104685     -1.45238e-07  |	2.32982e-05   -0.00269483   5.50317e-05   |	0.6           |	0             23.6          0:09:00
118           0.360107      |	1.21061       0.0104685     -1.48221e-07  |	2.34972e-05   -0.00271784   5.67569e-05   |	0.5           |	0             23.8          0:08:59
119           0.363159      |	1.2106        0.0104684     -1.51325e-07  |	2.36961e-05   -0.00274085   5.85122e-05   |	0.4           |	0             24            0:08:57
120           0.366211      |	1.21058       0.0104684     -1.54565e-07  |	2.38951e-05   -0.00276385   6.02965e-05   |	0.3           |	0             24.2          0:08:57
121           0.369263      |	1.21056       0.0104683     -1.57954e-07  |	2.40941e-05   -0.00278686   6.21086e-05   |	0.3           |	0             24.4          0:08:56
122           0.372314      |	1.21054       0.0104683     -1.61508e-07  |	2.42931e-05   -0.00280986   6.39472e-05   |	0.3           |	0             24.6          0:08:55
123           0.375366      |	1.21052       0.0104682     -1.65243e-07  |	2.44922e-05   -0.00283286   6.58109e-05   |	0.2           |	0             24.8          0:08:53
124           0.378418      |	1.2105        0.0104682     -1.69175e-07  |	2.46912e-05   -0.00285586   6.76985e-05   |	0.2           |	0             25            0:08:52
125           0.38147       |	1.21048       0.0104681     -1.73323e-07  |	2.48902e-05   -0.00287886   6.96086e-05   |	0.2           |	0             25.2          0:08:50
126           0.384521      |	1.21046       0.0104681     -1.77704e-07  |	2.50892e-05   -0.00290186   7.15399e-05   |	0.1           |	0             25.4          0:08:49
127           0.387573      |	1.21044       0.0104681     -1.8234e-07   |	2.52883e-05   -0.00292485   7.34909e-05   |	0.1           |	0             25.6          0:08:47
128           0.390625      |	1.21042       0.010468      -1.87249e-07  |	2.54873e-05   -0.00294784   7.54603e-05   |	0.1           |	0             25.8          0:08:46
129           0.393677      |	1.21039       0.010468      -1.92454e-07  |	2.56864e-05   -0.00297084   7.74467e-05   |	0.1           |	0             26            0:08:44
130           0.396729      |	1.21037       0.010468      -1.97976e-07  |	2.58855e-05   -0.00299383   7.94486e-05   |	0.1           |	0             26.2          0:08:43
131           0.39978       |	1.21035       0.010468      -2.03838e-07  |	2.60847e-05   -0.00301682   8.14648e-05   |	0.1           |	0             26.4          0:08:41
132           0.402832      |	1.21032       0.010468      -2.10065e-07  |	2.62838e-05   -0.00303981   8.34938e-05   |	0             |	0             26.6          0:08:40
133           0.405884      |	1.2103        0.010468      -2.16681e-07  |	2.6483e-05    -0.00306279   8.55343e-05   |	0             |	0             26.8          0:08:38
134           0.408936      |	1.21027       0.010468      -2.23711e-07  |	2.66822e-05   -0.00308578   8.7585e-05    |	0             |	0             27            0:08:37
135           0.411987      |	1.21025       0.010468      -2.31181e-07  |	2.68815e-05   -0.00310876   8.96445e-05   |	0             |	0             27.2          0:08:35
136           0.415039      |	1.21022       0.0104681     -2.39119e-07  |	2.70808e-05   -0.00313174   9.17117e-05   |	0             |	0             27.4          0:08:34
137           0.418091      |	1.21019       0.0104681     -2.47551e-07  |	2.72801e-05   -0.00315472   9.37852e-05   |	0             |	0             27.6          0:08:32
138           0.421143      |	1.21016       0.0104682     -2.56507e-07  |	2.74795e-05   -0.0031777    9.58639e-05   |	0             |	0             27.8          0:08:31
139           0.424194      |	1.21013       0.0104683     -2.66014e-07  |	2.76789e-05   -0.00320068   9.79466e-05   |	0             |	0             28            0:08:29
140           0.427246      |	1.2101        0.0104684     -2.76103e-07  |	2.78784e-05   -0.00322365   0.000100032   |	0             |	0             28.2          0:08:28
141           0.430298      |	1.21007       0.0104685     -2.86804e-07  |	2.80779e-05   -0.00324663   0.00010212    |	0             |	0             28.4          0:08:27
142           0.43335       |	1.21004       0.0104687     -2.98146e-07  |	2.82775e-05   -0.0032696    0.000104208   |	0             |	0             28.6          0:08:25
143           0.436401      |	1.21001       0.0104688     -3.10161e-07  |	2.84771e-05   -0.00329257   0.000106297   |	0             |	0             28.8          0:08:24
144           0.439453      |	1.20998       0.010469      -3.22881e-07  |	2.86768e-05   -0.00331554   0.000108384   |	0             |	0             29            0:08:22
145           0.442505      |	1.20995       0.0104692     -3.36336e-07  |	2.88765e-05   -0.00333851   0.00011047    |	0             |	0             29.2          0:08:21
146           0.445557      |	1.20991       0.0104694     -3.5056e-07   |	2.90763e-05   -0.00336147   0.000112554   |	0             |	0             29.4          0:08:19
147           0.448608      |	1.20988       0.0104696     -3.65584e-07  |	2.92762e-05   -0.00338444   0.000114635   |	0             |	0             29.6          0:08:18
148           0.45166       |	1.20985       0.0104699     -3.8144e-07   |	2.94761e-05   -0.0034074    0.000116712   |	0             |	0             29.8          0:08:16
149           0.454712      |	1.20981       0.0104701     -3.98162e-07  |	2.96762e-05   -0.00343036   0.000118785   |	0             |	0             30            0:08:15
150           0.457764      |	1.20977       0.0104704     -4.15782e-07  |	2.98762e-05   -0.00345332   0.000120854   |	0             |	0             30.2          0:08:14
151           0.460815      |	1.20974       0.0104707     -4.34334e-07  |	2.98773e-05   -0.00345324   0.000122917   |	0             |	0             30.4          0:08:12
152           0.463867      |	1.2097        0.0104711     -4.53849e-07  |	2.98785e-05   -0.00345316   0.000124901   |	0             |	0             30.6          0:08:11
153           0.466919      |	1.20966       0.0104714     -4.74356e-07  |	2.98797e-05   -0.00345307   0.000126855   |	0             |	0             30.8          0:08:09
154           0.469971      |	1.20963       0.0104718     -4.95889e-07  |	2.9881e-05    -0.00345299   0.000128765   |	0             |	0             31            0:08:08
155           0.473022      |	1.20959       0.0104722     -5.18478e-07  |	2.98824e-05   -0.00345291   0.000130629   |	0             |	0             31.2          0:08:07
156           0.476074      |	1.20955       0.0104726     -5.42153e-07  |	2.98838e-05   -0.00345282   0.000132447   |	0             |	0             31.4          0:08:06
157           0.479126      |	1.20951       0.0104731     -5.66946e-07  |	2.98853e-05   -0.00345274   0.00013422    |	0             |	0             31.6          0:08:05
158           0.482178      |	1.20947       0.0104735     -5.92886e-07  |	2.98869e-05   -0.00345265   0.000135947   |	0             |	0             31.8          0:08:05
159           0.485229      |	1.20943       0.010474      -6.20003e-07  |	2.98886e-05   -0.00345257   0.000137628   |	0             |	0             32            0:08:03
160           0.488281      |	1.20938       0.0104745     -6.48327e-07  |	2.98903e-05   -0.00345248   0.000139264   |	0             |	0             32.2          0:08:03
161           0.491333      |	1.20934       0.010475      -6.77887e-07  |	2.98921e-05   -0.0034524    0.000140855   |	0             |	0             32.4          0:08:02
162           0.494385      |	1.2093        0.0104756     -7.08712e-07  |	2.9894e-05    -0.00345231   0.000142401   |	0             |	0             32.6          0:08:02
163           0.497437      |	1.20926       0.0104762     -7.40831e-07  |	2.98959e-05   -0.00345223   0.000143903   |	0             |	0             32.8          0:08:01
164           0.500488      |	1.20921       0.0104768     -7.74272e-07  |	2.9898e-05    -0.00345214   0.000145361   |	0.1           |	0             33            0:08:00
165           0.50354       |	1.20917       0.0104774     0.000115914   |	2.98859e-05   -0.00345204   0.000147073   |	0.1           |	0             33.2          0:07:59
166           0.506592      |	1.20913       0.0104782     0.000179362   |	2.98373e-05   -0.00344697   0.000148599   |	0.2           |	0             33.4          0:07:58
