
ATNF Pulsar Catalogue
Catalogue Version: 2.4.0
#;P0;P1;BINARY;ASSOC;PSR;
;(s);;(type);;TYPE;
3341;0.004873;9.12e-21;*;*;*;
3342;0.006133;2.97e-20;DD;*;*;
3343;0.279510;*;*;*;*;
3344;1.073878;3.36e-15;*;*;*;
3345;0.518938;1.37e-15;*;*;*;
3346;0.008565;1.26e-20;*;*;*;
3347;0.484000;*;*;*;RRAT[mss+20];
3348;5.012480;*;*;*;*;
3349;0.303911;2.20e-16;*;*;*;
3350;0.071790;*;*;*;*;
3351;3.816000;*;*;*;RRAT[zhx+23];
3352;0.260014;*;*;*;RRAT[kkl+15];
3353;0.003962;2.74e-20;ELL1;GRS:4FGL_J1957.3+2517[aab+22];HE[lbh+15],HE[aab+22];
3354;0.307683;3.11e-15;*;SNR:G65.1+0.6(?)[tl06];*;
3355;0.374807;7.08e-15;*;GRS:4FGL_J1957.6+5033[aab+22];NRAD[aab+22];
3356;0.965096;8.05e-16;*;*;*;
3357;0.290389;2.12e-13;*;GRS:4FGL_J1958.7+2846[aab+22];NRAD[aab+22];
3358;1.098581;6.46e-15;*;*;*;
3359;0.311800;*;*;*;*;
3360;0.001607;1.69e-20;BT;GRS:4FGL_J1959.5+2048[aab+22],XRS:[hb07a;HE[aaa+10g];
3361;0.406081;3.60e-17;*;*;*;
3362;0.777000;*;*;*;*;
3363;1.050500;*;*;*;*;
3364;3.073783;3.74e-14;*;*;*;
3365;0.006820;1.44e-20;ELL1;*;*;
3366;*;*;*;*;RRAT[zhx+23];
3367;0.719166;1.73e-14;*;*;*;
3368;1.344724;1.12e-16;*;*;*;
3369;0.276497;2.25e-16;*;*;*;
3370;0.421794;*;*;*;*;
3371;0.696761;1.05e-13;*;*;*;
3372;0.905067;1.74e-15;*;*;*;
3373;1.009877;3.41e-16;*;*;*;
3374;0.665879;5.67e-17;*;*;*;
3375;2.111265;7.46e-14;*;*;*;
3376;0.240953;2.07e-13;*;*;*;
3377;*;*;*;*;RRAT[zhx+23];
3378;2.146000;*;*;*;RRAT[zhx+23];
3379;0.651050;*;*;*;*;
3380;0.615034;2.81e-16;*;*;*;
3381;0.307943;2.99e-15;*;*;*;
3382;2.279661;2.57e-14;*;*;*;
3383;0.002164;3.30e-21;ELL1;GRS:4FGL_J2006.4+0147[aab+22];HE[drc+21];
3384;1.741900;*;*;*;*;
3385;0.163695;2.49e-14;*;GRS:4FGL_J2006.2+3102[aab+22];HE[nab+13],HE[aab+22];
3386;0.499695;2.84e-16;*;*;*;
3387;0.580871;4.60e-17;*;*;*;
3388;0.325724;1.37e-16;*;*;*;
3389;0.458735;3.32e-16;*;*;*;
3390;4.634000;*;*;*;RRAT;
3391;0.024497;9.61e-19;*;*;*;
3392;0.608205;1.56e-14;*;*;*;
3393;0.589196;5.40e-15;*;*;*;
3394;1.519260;*;*;*;*;
3395;0.226119;8.28e-17;*;*;*;
3396;4.352303;7.20e-16;*;*;RRAT[dcm+23];
3397;0.076540;*;*;*;*;
3398;1.438369;1.47e-15;*;*;*;
3399;0.565369;9.07e-17;*;*;*;
3400;0.004816;4.87e-21;ELL1;*;*;
3401;1.551540;*;*;*;*;
3402;1.442448;3.62e-15;*;*;*;
3403;0.005223;4.83e-21;*;*;*;
3404;2.505660;*;*;*;*;
3405;0.931733;1.79e-15;*;*;*;
3406;0.544002;5.48e-16;*;*;*;
3407;0.276028;1.52e-16;*;*;*;
3408;0.368550;*;*;*;*;
3409;0.230194;8.85e-15;*;*;*;
3410;0.580187;6.01e-16;*;*;*;
3411;1.140000;*;*;*;*;
3412;0.977000;*;*;*;RRAT[zhx+23];
3413;0.004328;6.67e-21;ELL1;*;*;
3414;2.303299;5.10e-16;*;*;*;
3415;0.308100;*;*;*;*;
3416;0.064940;4.01e-19;BT;*;*;
3417;0.050809;7.25e-14;*;SNR:G74.9+1.2(CTB87)[lzc+24];HE[lzc+24];
3418;0.002896;7.99e-21;ELL1H;GRS:4FGL_J2017.4+0602[aab+22],XRS:[pb15];HE;
3419;0.537143;9.96e-16;*;*;*;
3420;1.832460;3.58e-16;*;*;*;
3421;0.166749;1.36e-15;*;GRS:4FGL_J2017.9+3625[aab+22],XRS:[wcp+1;NRAD[aab+22];
3422;0.403478;2.22e-16;*;*;*;
3423;0.040600;*;*;*;*;
3424;0.002314;2.45e-21;ELL1;GRS:4FGL_J2017.7-1612[aab+22];HE;
3425;0.224524;6.10e-15;*;*;*;
3426;0.557953;1.48e-16;*;*;*;
3427;2.191600;*;*;*;*;
3428;0.387664;1.84e-15;*;*;*;
3429;0.040612;1.23e-19;*;*;*;
3430;0.003935;7.02e-21;BT;*;*;
3431;0.219000;*;*;*;*;
3432;0.103741;9.57e-14;*;GRS:4FGL_J2021.1+3651[aab+22];HE[aaa+09d];
3433;0.370540;*;*;*;*;
3434;0.265318;5.47e-14;*;GRS:4FGL_J2021.5+4026[aab+22],SNR:G78.2+;NRAD[aab+22];
3435;0.803500;*;*;*;*;
3436;0.002646;6.16e-21;ELL1;*;*;
3437;0.343402;1.89e-15;*;*;*;
3438;0.048579;8.61e-14;*;GRS:4FGL_J2022.3+3840[aab+22],XRS:CXOU_J;HE;
3439;1.008900;*;*;*;*;
3440;0.529197;3.06e-15;*;*;*;
3441;1.604738;7.44e-16;*;*;*;
3442;0.011330;*;*;*;*;
3443;0.372619;2.51e-15;*;*;*;
3444;1.262000;*;*;*;*;
3445;0.010596;5.27e-20;*;*;*;
3446;0.398173;2.03e-16;*;*;*;
3447;1.099651;3.09e-16;*;*;*;
3448;0.515219;8.89e-16;*;*;*;
3449;0.176707;4.86e-15;*;GRS:4FGL_J2028.3+3331[aab+22];NRAD[aab+22];
3450;1.819400;*;*;*;*;
3451;1.216805;1.23e-14;*;*;*;
3452;0.578909;2.26e-15;*;*;*;
3453;0.630513;8.85e-16;*;*;*;
3454;0.200129;6.50e-15;*;GRS:4FGL_J2030.0+3641[aab+22];HE;
3455;0.133720;*;*;*;*;
3456;*;*;*;*;RRAT[zhx+23];
3457;1.718420;*;*;*;*;
3458;0.306180;*;*;*;*;
3459;0.227070;6.48e-15;*;GRS:4FGL_J2030.9+4416[aab+22];NRAD[aab+22];
3460;0.579000;*;*;*;*;
3461;1.819000;*;*;*;*;
3462;0.409576;1.59e-16;*;*;*;
3463;0.143246;1.13e-14;BT;GRS:4FGL_J2032.2+4127[aab+22],OPT:MT91_2;HE;
3464;5.013400;9.69e-15;*;*;RRAT;
3465;0.005949;1.11e-20;DD;*;*;
3466;1.281719;4.55e-16;*;*;*;
3467;0.003650;1.72e-21;*;GRS:4FGL_J2035.0+3632[aab+22];NRAD[nie+20];
3468;1.358727;2.09e-15;*;*;*;
3469;0.501927;9.40e-16;*;*;*;
3470;2.074377;2.04e-15;*;*;*;
3471;0.618715;4.50e-15;*;*;*;
3472;0.160165;9.00e-19;DD;*;*;
3473;0.160000;*;*;*;*;
3474;1.424568;9.44e-16;*;*;*;
3475;1.577289;4.16e-15;*;*;*;
3476;0.003275;8.41e-21;ELL1;GRS:4FGL_J2039.4-3616[aab+22];HE[slr+14],HE[aab+22];
3477;0.002651;1.42e-20;ELL1;GRS:4FGL_J2039.5-5617[aab+22];HE[cnv+21],HE[cms+21];
3478;0.865606;5.95e-16;*;*;*;
3479;0.290500;*;*;*;*;
3480;0.563000;*;*;*;*;
3481;0.562575;1.31e-16;*;*;*;
3482;0.004534;1.40e-20;ELL1;GRS:4FGL_J2042.2+0245[aab+22];HE;
3483;0.002380;5.24e-21;ELL1;GRS:4FGL_J2043.3+1711[aab+22];HE;
3484;0.096131;1.27e-15;*;GRS:4FGL_J2043.7+2741[aab+22];HE[naa+11];
3485;0.937000;*;*;*;*;
3486;0.588000;*;*;*;*;
3487;1.618000;*;*;*;*;
3488;1.392715;6.30e-16;*;*;*;
3489;0.395555;1.95e-16;*;*;*;
3490;0.031682;5.88e-19;DDGR;*;*;
3491;0.002960;*;*;GRS:4FGL_J2045.9-6835[aab+22];HE[aab+22];
3492;1.138286;1.82e-16;*;*;*;
3493;0.476735;1.11e-14;*;*;*;
3494;1.546938;1.47e-15;*;*;*;
3495;0.004286;2.08e-20;BT;GRS:4FGL_J2047.3+1051[aab+22];HE;
3496;0.445945;4.18e-15;*;*;*;
3497;0.283901;1.52e-17;*;*;*;
3498;0.568301;5.29e-15;*;*;*;
3499;1.961572;1.10e-14;*;*;*;
3500;1.221020;5.04e-16;*;*;*;
3501;0.553167;1.90e-17;*;*;*;
3502;1.303160;*;*;*;*;
3503;0.001680;*;*;GRS:4FGL_J2051.7+5051[aab+22];HE[aab+22];
3504;0.004509;1.27e-20;ELL1;GRS:4FGL_J2051.0-0826[aab+22];HE[sbl+96],HE[wkh+12];
3505;0.001985;6.70e-21;ELL1;GRS:4FGL_J2052.7+1218[aab+22];HE[cck+16],HE[aab+22];
3506;0.375310;*;*;*;*;
3507;0.119268;2.86e-19;*;*;*;
3508;0.012586;1.72e-19;DDH;*;*;
3509;4.910379;1.48e-14;*;*;*;
3510;0.341336;1.98e-16;*;*;*;
3511;0.977000;*;*;*;*;
3512;0.002160;2.02e-20;*;GRS:4FGL_J2055.8+1545[aab+22];HE[dsm+13],HE[aab+22];
3513;0.002159;9.77e-21;BTX;*;*;
3514;0.815181;1.34e-15;*;*;*;
3515;0.319561;4.10e-15;*;GRS:4FGL_J2055.8+2540[aab+22],XRS:XMMU_J;NRAD;
3516;0.221508;3.69e-16;*;*;*;
3517;0.002089;1.00e-21;ELL1;*;*;
3518;1.166700;*;*;*;*;
3519;0.559574;5.60e-14;*;*;*;
3520;1.190000;*;*;*;*;
3521;0.405729;9.75e-17;*;*;*;
3522;3.746630;*;*;*;*;
3523;3.529700;*;*;*;RRAT[ttm18];
3524;0.405737;*;*;*;*;
3525;2.304879;5.22e-15;*;*;RRAT[kkl+15];
3526;0.414871;8.62e-17;*;*;*;
3527;0.577231;4.37e-15;DD;*;*;
3528;1.423102;3.50e-15;*;*;*;
3529;3.953853;3.24e-15;*;*;*;
3530;1.059532;4.60e-16;*;*;*;
3531;4.061000;*;*;*;*;
3532;0.157830;1.43e-13;*;GRS:4FGL_J2111.4+4606[aab+22];NRAD[aab+22];
3533;0.275361;6.09e-17;*;*;*;
3534;4.060755;6.99e-15;*;*;*;
3535;1.202852;2.62e-15;*;*;*;
3536;1.014685;7.15e-16;*;*;*;
3537;0.552170;*;*;*;*;
3538;*;*;*;*;RRAT[dcm+23];
3539;0.002603;7.49e-20;ELL1;GRS:4FGL_J2115.1+5449[aab+22];HE;
3540;0.552122;1.68e-16;*;*;*;
3541;0.002219;2.64e-21;ELL1;GRS:4FGL_J2117.0+1344;HE[saa+23];
3542;0.440153;2.89e-16;*;*;*;
3543;0.145900;*;*;*;*;
3544;0.145884;5.27e-15;*;*;*;
3545;0.541421;1.27e-16;*;*;*;
3546;1.294000;*;*;*;*;
3547;0.138868;1.74e-19;*;*;*;
3548;0.694053;7.68e-16;*;*;*;
3549;0.489000;*;*;*;*;
3550;0.004931;2.06e-20;*;GRS:4FGL_J2124.7-3358[aab+22];HE[bt99],HE[aaa+09f];
3551;0.325771;2.26e-16;*;*;*;
3552;0.110665;-2.10e-17;*;GC:M15(NGC7078);*;
3553;0.056133;9.54e-18;*;GC:M15(NGC7078);*;
3554;0.030529;4.99e-18;DD;GC:M15(NGC7078);*;
3555;0.004803;-1.08e-18;*;GC:M15(NGC7078);*;
3556;0.004651;1.78e-19;*;GC:M15(NGC7078);*;
3557;0.004027;3.20e-20;*;GC:M15(NGC7078);*;
3558;0.037660;2.00e-18;*;GC:M15(NGC7078);*;
3559;0.006743;2.40e-20;*;GC:M15(NGC7078);*;
3560;0.005120;*;*;GC:M15(NGC7078)[pqm+21];*;
3561;1.687418;8.54e-17;*;*;*;
3562;0.007620;*;ELL1;GRS:4FGL_J2129.8-0428[aab+22],OPT:[bkb+1;HE;
3563;0.003726;2.09e-20;T2;*;*;
3564;3.325000;*;*;*;*;
3565;0.010150;*;*;GC:NGC7089(M2)[pqm+21];*;
3566;0.006970;*;*;GC:NGC7089(M2)[pqm+21];*;
3567;0.003000;*;*;GC:NGC7089(M2)[pqm+21];*;
3568;0.004220;*;*;GC:NGC7089(M2)[pqm+21];*;
3569;0.003700;*;*;GC:NGC7089(M2)[pqm+21];*;
3570;1.227235;1.60e-17;*;*;*;
3571;0.267322;8.69e-17;*;*;*;
3572;1.750989;3.43e-15;*;*;*;
3573;0.696171;*;*;*;*;
3574;0.220000;*;*;*;RRAT[dcm+23];
3575;0.312470;*;*;*;*;
3576;1.083514;1.42e-15;*;*;*;
3577;0.282849;1.79e-15;*;GRS:4FGL_J2140.0+4716[aab+22];NRAD[aab+22];
3578;0.557040;*;*;*;*;
3579;0.011019;-5.18e-20;ELL1;GC:M30(NGC7099);*;
3580;0.012986;*;*;GC:M30(NGC7099);*;
3581;9.428229;4.09e-14;*;XRS:RX_J2143.0+0654,OPT:[kkvh11];XINS,NRAD;
3582;8.509827;4.96e-16;*;*;*;
3583;0.005041;9.06e-21;ELL1;*;*;
3584;1.419000;*;*;*;*;
3585;1.418992;2.22e-15;*;*;*;
3586;0.016052;2.98e-20;T2;*;*;
3587;0.927000;*;*;*;*;
3588;0.380140;1.68e-16;*;*;*;
3589;0.654280;3.60e-18;DD;*;*;
3590;0.332206;1.01e-14;*;*;*;
3591;0.003511;8.16e-21;ELL1;*;*;
3592;1.036000;*;*;*;*;
3593;0.593534;7.08e-16;*;*;*;
3594;1.343361;6.13e-16;*;*;*;
3595;1.609020;9.16e-16;*;*;*;
3596;1.030002;1.24e-15;*;*;*;
3597;1.373654;4.23e-15;*;*;*;
3598;0.498149;1.42e-17;*;*;*;
3599;1.525266;3.43e-15;*;*;*;
3600;0.477000;*;*;*;*;
3601;0.477198;7.42e-17;*;*;*;
3602;0.665561;6.01e-16;*;*;*;
3603;0.966000;*;*;*;*;
3604;*;*;*;*;RRAT[ttm18];
3605;0.745379;4.44e-15;*;*;*;
3606;0.745000;*;*;*;*;
3607;0.084703;1.31e-19;DDH;*;*;
3608;0.938014;9.00e-16;*;*;*;
3609;0.002416;1.98e-20;ELL1;GRS:4FGL_J2205.8-8254c[aab+22];HE[goc+19],HE[aab+22];
3610;0.322674;3.97e-16;*;*;*;
3611;0.766000;*;*;*;*;
3612;0.636957;5.28e-15;*;GRS:4FGL_J2208.1+4058[aab+22];HE[sbc+19];
3613;0.642506;2.68e-18;BT;*;*;
3614;0.933163;6.99e-15;*;*;*;
3615;1.776900;*;*;*;*;
3616;2.057430;*;*;*;*;
3617;2.053153;1.89e-15;*;*;*;
3618;0.003908;1.98e-21;*;*;*;
3619;1.004593;4.95e-16;*;*;*;
3620;0.751000;*;*;*;*;
3621;0.003119;1.47e-20;ELL1;GRS:4FGL_J2214.6+3000[aab+22],OPT:[sh14];HE;
3622;0.751195;6.05e-16;*;*;*;
3623;0.374196;2.37e-15;*;*;*;
3624;2.723050;5.56e-15;*;*;RRAT[dcm+23];
3625;0.002610;3.34e-20;ELL1;GRS:4FGL_J2215.6+5135[aab+22],OPT:[bvr+1;HE;
3626;0.419102;6.90e-14;*;*;*;
3627;1.056844;6.47e-16;*;*;*;
3628;0.538469;2.77e-15;*;*;*;
3629;*;*;*;*;RRAT[dcm+23];
3630;0.281399;6.17e-18;*;*;*;
3631;1.336000;*;*;*;*;
3632;0.032818;5.80e-19;ELL1H+;OPT:[blr+13],OPT:[kbd+14],XRS:[pb15];*;
3633;0.940000;*;*;*;RRAT;
3634;0.682542;9.66e-15;*;XRS:[hb07b],OPT:Guitar_Nebula[crl93];*;
3635;0.769700;*;*;*;*;
3636;0.842408;*;*;*;*;
3637;1.892982;6.70e-16;*;*;*;
3638;2.745980;*;*;*;*;
3639;0.002978;1.52e-21;DD;*;*;
3640;0.272900;*;*;*;*;
3641;0.051648;7.74e-14;*;GRS:4FGL_J2229.0+6114[aab+22],SNR:G106.6;HE[hcg+01],HE[ppp+09],HE[;
3642;0.443055;2.26e-15;*;*;*;
3643;0.003577;1.20e-20;DDK;*;*;
3644;0.003627;2.01e-20;ELL1;GRS:4FGL_J2234.7+0943[aab+22];HE;
3645;1.358745;2.22e-16;*;*;*;
3646;0.059767;1.58e-19;*;*;*;
3647;0.931715;1.97e-16;*;*;*;
3648;0.006908;9.60e-21;BT;*;*;
3649;1.077395;8.13e-16;*;*;RRAT[dcm+23];
3650;0.162734;9.70e-14;*;GRS:4FGL_J2238.5+5903[aab+22];NRAD[aab+22];
3651;3.070000;*;*;*;*;
3652;0.139935;1.54e-14;*;*;HE[tpc+11];
3653;0.855401;2.69e-15;*;*;*;
3654;0.002187;6.90e-21;T2;GRS:4FGL_J2241.7-5236[aab+22],XRS:;HE;
3655;0.460958;5.34e-15;*;*;*;
3656;1.664501;4.82e-15;*;*;*;
3657;0.596799;1.13e-16;*;*;*;
3658;0.461000;*;*;*;*;
3659;0.477233;6.59e-16;*;*;*;
3660;1.797962;*;*;*;RRAT[mss+20];
3661;12.122565;1.31e-14;*;*;*;
3662;1.797908;1.11e-15;*;*;*;
3663;0.979300;*;*;*;*;
3664;0.792236;6.65e-17;*;*;*;
3665;0.002295;1.14e-20;BTX;GRS:4FGL_J2256.8-1024[aab+22],OPT:[bvr+1;HE;
3666;0.368246;5.75e-15;*;*;*;
3667;0.469000;*;*;*;*;
3668;0.426500;*;*;*;*;
3669;6.979071;4.71e-13;*;SNR:CTB109,XRS:1E_2259+586;AXP,NRAD;
3670;0.005192;1.39e-20;DD;GRS:4FGL_J2302.7+4443[aab+22],XRS:XMMUJ2;HE;
3671;0.742100;*;*;*;*;
3672;1.206404;2.04e-15;*;*;*;
3673;0.269300;*;*;*;*;
3674;1.575886;2.89e-15;*;*;*;
3675;1.066371;5.69e-16;BT;*;*;
3676;0.341600;*;*;*;*;
3677;0.535829;8.70e-18;*;*;*;
3678;0.475068;1.99e-16;*;*;*;
3679;1.944789;7.56e-17;*;*;RRAT[kkl+15];
3680;0.002613;4.96e-21;ELL1;GRS:4FGL_J2310.0-0555[aab+22];HE;
3681;1.256000;*;*;*;*;
3682;0.813375;6.28e-16;*;*;*;
3683;0.349434;1.12e-16;*;*;*;
3684;1.061000;*;*;*;*;
3685;1.061600;1.26e-15;*;*;*;
3686;*;*;*;*;RRAT[dcm+23];
3687;0.003445;2.43e-21;ELL1H;GRS:4FGL_J2317.3+1433[aab+22],OPT:[dsw+1;HE[aab+22];
3688;1.444653;1.05e-15;*;*;*;
3689;0.216018;1.63e-16;*;*;*;
3690;2.256488;7.04e-15;*;*;*;
3691;0.004808;9.66e-21;*;*;*;
3692;0.003463;5.83e-22;ELL1;OPT:(?)[sbb+18];*;
3693;3.759491;1.85e-15;*;*;*;
3694;2.347488;2.58e-15;*;*;*;
3695;1.436310;2.83e-15;*;*;*;
3696;0.868735;1.03e-15;*;*;RRAT;
3697;0.233652;3.53e-16;*;*;*;
3698;0.790000;*;*;*;*;
3699;0.266149;2.57e-15;*;*;*;
3700;0.266000;*;*;*;*;
3701;0.632100;*;*;*;*;
3702;0.728409;1.60e-17;*;*;*;
3703;1.643622;4.63e-15;*;*;*;
3704;2.291100;*;*;*;*;
3705;0.756899;1.18e-15;*;*;*;
3706;1.029800;*;*;*;*;
3707;0.495370;1.93e-13;*;SNR:G114.3+0.3[frs93];*;
3708;0.118710;1.97e-18;DD;*;*;
3709;0.002884;1.41e-20;ELL1;GRS:4FGL_J2339.6-0533[aab+22],OPT:[rs11];HE[rpp+20];
3710;0.303300;*;*;*;*;
3711;1.799000;*;*;*;*;
3712;1.181463;1.36e-15;*;*;*;
3713;1.383470;*;*;*;*;
3714;0.508100;*;*;*;*;
3715;1.164883;2.80e-14;*;*;*;
3716;1.011727;8.80e-16;*;*;*;
3717;1.164000;*;*;*;*;
3718;0.944784;1.63e-14;*;*;*;
3719;0.557996;*;*;*;*;
3720;0.558021;4.01e-17;*;*;*;
3721;0.003719;3.22e-21;ELL1;*;*;
3722;0.958000;*;*;*;*;
3723;1.094396;4.19e-16;*;*;RRAT[dcm+23];
3724;1.840986;3.78e-15;*;*;*;

PLEASE READ: If you intend to use these data in a publication, we request that you:
Acknowledge use of the ATNF Pulsar Catalogue, both by giving the Catalogue web address and by referencing the paper: Manchester, R. N., Hobbs, G.B., Teoh, A. & Hobbs, M., AJ, 129, 1993-2006 (2005)
Where practical, reference the original papers containing the table data:
Reference listing in basic format
Reference listing in bbl format
Thank you!
