
ATNF Pulsar Catalogue
Catalogue Version: 2.4.0
#;Gl;Gb;RAJD;DECJD;
;(deg);(deg);(deg);(deg);
1140;326.575;4.423;232.35650000;-51.04944444;
1141;325.006;2.009;232.49000000;-53.92666667;
1142;323.737;0.166;232.49338333;-56.16397219;
1143;323.678;0.173;232.39916667;-56.19138889;
1144;345.574;28.452;232.50000000;-21.00000000;
1145;345.543;28.161;232.67916667;-21.23916667;
1146;325.328;2.347;232.61205000;-53.46556111;
1147;323.078;-0.894;232.60450000;-57.41030556;
1148;319.506;-6.101;232.69836667;-63.72044444;
1149;333.147;13.113;232.78354167;-40.20858333;
1150;323.897;0.033;232.86625417;-56.18203611;
1151;43.481;54.495;233.04318583;27.76378417;
1152;325.780;2.434;233.14791667;-53.13500000;
1153;323.790;-0.321;233.07500000;-56.53333333;
1154;331.161;9.261;233.71666667;-44.46927778;
1155;330.007;7.910;233.53333333;-46.23333333;
1156;325.715;1.944;233.53449167;-53.57212778;
1157;325.463;1.483;233.63995833;-54.09436111;
1158;333.175;11.821;233.82112500;-41.23419444;
1159;331.447;9.324;233.98300000;-44.25233333;
1160;325.194;0.757;233.99275000;-54.84055556;
1161;322.797;-2.406;233.81983333;-58.80769444;
1162;27.983;50.988;234.06250000;17.81666667;
1163;340.437;20.638;234.00000000;-30.00000000;
1164;336.555;15.841;234.07242500;-36.04966667;
1165;328.198;4.789;234.09675379;-49.81519111;
1166;325.374;0.980;234.02008333;-54.55416667;
1167;322.722;-2.734;234.07383333;-59.11766667;
1168;321.263;-4.873;234.24072500;-61.70322211;
1169;321.187;-4.978;234.24387458;-61.83327769;
1170;19.848;48.341;234.29150721;11.93206496;
1171;328.705;5.181;234.36750000;-49.20083333;
1172;327.088;3.035;234.31554167;-51.88500000;
1173;326.351;1.935;234.40706108;-53.20696028;
1174;324.283;-0.943;234.46250000;-56.75111111;
1175;321.273;-4.876;234.26250000;-61.70000000;
1176;37.318;52.391;234.52529167;23.75111111;
1177;325.645;0.679;234.70395833;-54.63805556;
1178;325.219;0.134;234.67012500;-55.32944444;
1179;324.912;-0.299;234.68756667;-55.86026389;
1180;324.608;-0.703;234.68037500;-56.36541667;
1181;324.378;-0.871;234.52375000;-56.63666667;
1182;323.865;-1.617;234.57575000;-57.54147222;
1183;323.672;-1.843;234.53504167;-57.83808333;
1184;329.428;5.541;234.92016667;-48.48250000;
1185;325.256;0.077;234.78320833;-55.35311111;
1186;324.621;-0.806;234.80858333;-56.44063889;
1187;320.488;-6.390;234.85291667;-63.38144444;
1188;324.109;-1.891;235.24591667;-57.61583333;
1189;323.574;-2.427;235.04416667;-58.36541667;
1190;75.497;51.394;235.27308333;47.05102778;
1191;333.514;10.214;235.47916667;-42.31388889;
1192;325.424;-0.337;235.45666667;-55.58361111;
1193;328.567;3.577;235.68883333;-50.56768333;
1194;327.913;2.827;235.58304167;-51.55972222;
1195;327.073;1.578;235.72712500;-53.06138889;
1196;17.811;45.775;235.91177083;9.48787194;
1197;0.566;36.608;235.87557208;-6.34592556;
1198;328.925;3.725;235.99270833;-50.23277778;
1199;327.921;2.479;235.93395750;-51.83185694;
1200;326.174;0.258;235.87177542;-54.65636111;
1201;326.025;-0.044;235.98512500;-54.98750000;
1202;79.172;50.166;236.01871292;49.63204833;
1203;359.916;35.859;236.09802917;-7.23306111;
1204;327.271;1.320;236.24928917;-53.14637583;
1205;331.892;6.988;236.48310608;-45.84375766;
1206;337.023;13.268;236.51433333;-37.78613889;
1207;327.470;1.301;236.53083333;-53.03972222;
1208;323.575;-3.767;236.62227333;-59.42913083;
1209;358.314;33.573;236.94190833;-9.73550000;
1210;328.881;2.865;236.76995833;-50.93861111;
1211;325.076;-2.052;236.85052000;-57.15488053;
1212;324.663;-2.601;236.87750000;-57.84150000;
1213;324.167;-3.243;236.89579167;-58.65272222;
1214;330.649;4.753;237.09691667;-48.36380556;
1215;329.956;3.900;237.08112500;-49.46122222;
1216;325.858;-1.359;237.18339583;-56.12619444;
1217;34.625;49.129;237.42058750;21.22413889;
1218;330.495;4.305;237.33783333;-48.80986111;
1219;325.127;-2.354;237.27083333;-57.36027778;
1220;325.198;-2.420;237.44958333;-57.36722222;
1221;328.144;1.198;237.51229167;-52.70194444;
1222;327.780;0.737;237.52000000;-53.28916667;
1223;327.237;-0.132;237.72551608;-54.30669836;
1224;1.494;34.765;237.78006250;-6.96847222;
1225;333.610;7.454;237.95008333;-44.41166667;
1226;328.033;0.669;237.92083333;-53.18347222;
1227;322.300;-6.350;237.90328333;-62.23982500;
1228;85.594;47.210;238.22221321;54.61827406;
1229;330.342;3.372;238.05529542;-49.63048444;
1230;327.186;-0.901;238.49837500;-54.93506944;
1231;30.685;47.073;238.57083333;18.06666667;
1232;331.122;3.677;238.67783333;-48.90041667;
1233;329.006;1.194;238.61312500;-52.16063889;
1234;327.087;-1.175;238.66875000;-55.20916667;
1235;324.597;-4.182;238.68428667;-59.11158325;
1236;10.448;38.730;238.99166667;1.13333333;
1237;3.973;34.969;238.91707083;-5.26594444;
1238;348.441;22.500;238.88826808;-23.68607516;
1239;344.477;18.503;238.91941062;-29.14122867;
1240;342.699;16.757;238.82480000;-31.57225000;
1241;328.710;0.435;239.03750000;-52.93333333;
1242;328.117;-0.436;239.21458333;-53.98194444;
1243;335.273;7.952;239.25107500;-42.97018333;
1244;329.563;1.131;239.37208333;-51.85233333;
1245;328.162;-0.585;239.43750000;-54.06666667;
1246;328.100;-0.870;239.67270833;-54.32388889;
1247;325.731;-3.604;239.62720833;-57.94058333;
1248;319.345;-10.900;239.58750000;-67.59972222;
1249;334.872;6.936;239.75000000;-44.00000000;
1250;334.540;6.367;239.92302552;-44.64608383;
1251;327.236;-2.025;239.83625000;-55.76305556;
1252;344.090;16.451;240.21626293;-30.89705350;
1253;330.690;1.631;240.22089583;-50.73925000;
1254;325.971;-3.697;240.08291667;-57.85425000;
1255;325.057;-4.798;240.14583333;-59.28305556;
1256;330.985;1.846;240.35000000;-50.38333333;
1257;329.448;0.065;240.36375000;-52.73583333;
1258;328.935;-0.628;240.47837500;-53.59558333;
1259;62.184;48.788;240.57850000;39.01716667;
1260;0.699;30.613;240.55533861;-10.15553083;
1261;331.374;2.070;240.57583333;-49.95888889;
1262;330.688;1.285;240.57804167;-51.00169444;
1263;32.849;45.280;240.89166667;18.85000000;
1264;355.105;25.962;240.78750000;-16.92444444;
1265;348.375;19.985;240.77010542;-25.52997222;
1266;347.126;18.767;240.78359696;-27.22433718;
1267;341.218;12.526;240.97373750;-35.66586111;
1268;329.402;-0.533;240.96200000;-53.21611111;
1269;328.754;-1.207;240.89583333;-54.15000000;
1270;326.884;-3.309;240.88108333;-56.96227500;
1271;316.630;-14.496;240.89864683;-72.04243281;
1272;9.809;35.789;241.11459954;-0.96562574;
1273;344.122;15.317;241.15227500;-31.70177778;
1274;335.142;5.744;241.13333333;-44.71666667;
1275;333.399;3.814;241.12254167;-47.31330556;
1276;332.611;2.856;241.19679458;-48.55169431;
1277;332.152;2.442;241.09573333;-49.16610556;
1278;316.670;-14.554;241.12157083;-72.05846111;
1279;52.880;47.992;241.32716667;32.82166667;
1280;330.201;0.031;241.32916667;-52.26333333;
1281;329.732;-0.484;241.31777083;-52.95966667;
1282;10.715;35.466;241.80024917;-0.54486861;
1283;330.884;0.213;241.95541667;-51.67111111;
1284;321.953;-9.486;241.95296250;-64.82863333;
1285;354.073;23.178;242.27229167;-19.50222222;
1286;334.760;3.986;242.42137500;-46.27291667;
1287;330.867;-0.179;242.36125000;-51.97166667;
1288;359.427;26.949;242.67822850;-13.37286409;
1289;355.611;24.110;242.54583333;-17.83333333;
1290;332.631;1.372;242.74641667;-49.63591667;
1291;332.278;1.050;242.68458333;-50.11172222;
1292;330.212;-1.061;242.55341667;-53.06361111;
1293;10.447;34.161;242.75000000;-1.46666667;
1294;10.680;34.266;242.77270417;-1.24863889;
1295;347.109;16.285;242.75000000;-29.00000000;
1296;333.621;2.421;242.76125000;-48.19416667;
1297;332.590;1.140;242.94429167;-49.83255556;
1298;330.923;-0.482;242.76404167;-52.15614722;
1299;326.465;-5.409;242.96380417;-58.79509167;
1300;35.518;43.743;243.09763333;20.13842500;
1301;351.011;19.446;243.10858333;-24.13444444;
1302;332.985;1.295;243.22500000;-49.45000000;
1303;332.295;0.663;243.11678333;-50.38258333;
1304;331.400;-0.187;243.00250000;-51.61500000;
1305;330.158;-1.606;243.10833333;-53.50000000;
1306;328.992;-2.776;243.02500000;-55.15000000;
1307;327.008;-4.952;243.11590000;-58.09144444;
1308;334.573;2.835;243.37090833;-47.24066944;
1309;331.197;-0.784;243.42691667;-52.18916667;
1310;330.962;-1.088;243.48954167;-52.57138889;
1311;20.633;38.163;243.67044377;7.62528291;
1312;352.636;20.192;243.65211475;-22.50869336;
1313;351.919;19.745;243.51019583;-23.30680556;
1314;340.628;8.788;243.67716667;-38.77638889;
1315;340.004;8.206;243.63011250;-39.62466667;
1316;335.484;3.484;243.67904167;-46.14358333;
1317;332.206;0.172;243.54704167;-50.80097222;
1318;331.619;-0.576;243.69041667;-51.74694444;
1319;330.040;-2.247;243.70991667;-54.04638889;
1320;347.387;15.056;243.97014552;-29.67104248;
1321;332.909;0.654;243.82241667;-49.96722222;
1322;331.765;-0.539;243.82000000;-51.62000000;
1323;329.578;-2.768;243.75496250;-54.74233333;
1324;329.039;-3.464;243.91845833;-55.61680556;
1325;328.677;-3.869;243.95675042;-56.15911111;
1326;332.827;0.289;244.12454167;-50.28747222;
1327;332.226;-0.337;244.12875000;-51.15472222;
1328;331.524;-1.038;244.09750000;-52.14666667;
1329;25.392;39.172;244.48637083;11.38996944;
1330;338.524;5.924;244.34741667;-42.28305556;
1331;335.842;3.139;244.39627083;-46.14347222;
1332;332.499;-0.275;244.37208333;-50.92033333;
1333;343.113;10.181;244.63375000;-36.06166667;
1334;340.725;7.888;244.57843667;-39.35050417;
1335;338.421;5.463;244.68750000;-42.68333333;
1336;335.816;2.792;244.71989912;-46.40970833;
1337;335.037;2.184;244.52833333;-47.38863889;
1338;63.369;45.508;244.80612500;39.88480556;
1339;344.864;11.729;244.75833333;-33.75027778;
1340;338.927;5.880;244.77500000;-42.03333333;
1341;333.888;0.408;245.17300000;-49.46030556;
1342;330.467;-2.943;245.06016667;-54.24769444;
1343;333.084;-0.490;245.26962500;-50.66350000;
1344;331.718;-2.045;245.48250000;-52.72888889;
1345;10.708;30.676;245.74845208;-3.26036889;
1346;342.322;8.419;245.51908333;-37.85386111;
1347;338.332;4.339;245.68945000;-43.54116667;
1348;338.122;4.198;245.62525000;-43.78927778;
1349;335.139;1.170;245.69662500;-48.03697222;
1350;334.534;0.732;245.52270833;-48.77472222;
1351;333.911;-0.013;245.65625000;-49.74166667;
1352;333.849;-0.102;245.68666667;-49.84844444;
1353;321.978;-11.560;245.51528375;-66.28804944;
1354;5.774;27.367;245.92784458;-8.69350000;
1355;5.297;27.178;245.82358292;-9.14687028;
1356;350.976;15.960;245.90925750;-26.53160250;
1357;338.890;4.620;245.95121250;-42.94794444;
1358;336.572;2.428;245.86570833;-46.13377778;
1359;334.174;0.039;245.88570833;-49.51888889;
1360;334.003;-0.214;245.97833333;-49.81777778;
1361;333.716;-0.307;245.76712500;-50.08752778;
1362;319.615;-13.963;245.96420833;-69.61341667;
1363;89.198;41.791;246.00401667;58.83771389;
1364;119.925;29.057;246.13635035;86.72033519;
1365;341.199;6.701;246.10416667;-39.85000000;
1366;340.558;6.149;246.04136250;-40.69158333;
1367;338.069;3.677;246.08900417;-44.19272222;
1368;336.616;2.265;246.07791667;-46.21722222;
1369;335.874;1.393;246.22870833;-47.35750000;
1370;13.890;31.827;246.29315792;-0.35804444;
1371;340.609;5.932;246.29304167;-40.80597222;
1372;334.690;0.145;246.32520833;-49.07600000;
1373;334.578;0.041;246.31837500;-49.22905556;
1374;338.274;3.216;246.75000000;-44.36666667;
1375;337.346;2.367;246.70408333;-45.62377778;
1376;335.530;0.636;246.67708333;-48.13166667;
1377;322.214;-11.901;246.52854583;-66.35424167;
1378;30.030;38.319;246.82816250;14.32241667;
1379;53.000;43.200;246.98500000;32.32750000;
1380;336.352;1.250;246.86979167;-47.11394444;
1381;335.137;0.150;246.79308333;-48.75222222;
1382;334.370;-0.709;246.92500000;-49.90000000;
1383;333.459;-1.541;246.87500000;-51.13333333;
1384;330.074;-4.756;246.83783333;-55.79788889;
1385;327.341;-7.438;246.96912500;-59.61536111;
1386;69.239;43.616;247.20963287;44.11183659;
1387;347.428;11.482;247.02916667;-32.09691667;
1388;335.766;0.461;247.11179167;-48.08305556;
1389;335.488;0.180;247.12875000;-48.47833333;
1390;53.955;43.074;247.25000000;33.00000000;
1391;344.280;8.198;247.39920833;-36.60361111;
1392;342.889;7.006;247.31090833;-38.42480556;
1393;320.371;-13.926;247.28654417;-69.04591500;
1394;57.877;43.077;247.64978729;35.84513250;
1395;60.245;43.215;247.65194554;37.57836028;
1396;352.321;15.061;247.62079167;-26.16305556;
1397;336.497;0.787;247.51029167;-47.32833333;
1398;336.403;0.562;247.65612500;-47.55138889;
1399;28.902;36.750;247.93008625;12.86818000;
1400;0.577;21.193;247.96862500;-16.21444444;
1401;340.596;4.332;247.82637500;-41.91769444;
1402;336.564;0.442;247.95000000;-47.51666667;
1403;5.910;24.636;248.22583333;-10.22166667;
1404;338.343;2.002;248.05833333;-45.15250000;
1405;337.527;1.100;248.20755417;-46.36350000;
1406;336.296;0.080;248.06941667;-47.95958333;
1407;336.080;-0.209;248.16541667;-48.31494444;
1408;357.631;18.331;248.48041667;-20.16916667;
1409;338.725;1.982;248.44603333;-44.88550000;
1410;336.290;-0.110;248.27250000;-48.09333333;
1411;335.636;-0.715;248.26900000;-48.98436111;
1412;334.698;-1.569;248.25035875;-50.25232167;
1413;18.299;31.302;248.70833333;2.56750000;
1414;340.542;3.540;248.56110417;-42.49563889;
1415;335.145;-1.484;248.62500000;-49.86666667;
1416;334.171;-2.290;248.52079167;-51.12933333;
1417;330.090;-6.066;248.57987500;-56.68019444;
1418;41.998;39.747;248.77233333;23.53977778;
1419;42.993;39.889;248.85742371;24.31314405;
1420;2.058;21.078;248.94733333;-15.19777778;
1421;338.731;1.475;248.98083333;-45.22416667;
1422;336.790;-0.195;248.87083333;-47.78333333;
1423;336.976;-0.111;248.96601667;-47.58980833;
1424;335.391;-1.570;248.98083333;-49.74333333;
1425;327.747;-8.313;248.78783333;-59.91138889;
1426;353.120;14.036;249.04794167;-26.24638889;
1427;340.956;3.390;249.08841667;-42.29186111;
1428;339.180;1.799;249.06887500;-44.67361111;
1429;336.700;-0.515;249.13333333;-48.06527778;
1430;335.641;-1.561;249.22979167;-49.55277778;
1431;334.087;-2.822;249.05833333;-51.55000000;
1432;340.182;2.300;249.48666667;-43.59500000;
1433;339.248;1.475;249.47145833;-44.84063889;
1434;338.478;0.761;249.49455000;-45.89078333;
1435;338.192;0.592;249.40000000;-46.21666667;
1436;337.788;0.312;249.30729167;-46.70394444;
1437;337.304;-0.117;249.29750000;-47.35083333;
1438;336.710;-0.831;249.49450000;-48.27000000;
1439;63.774;41.866;249.56767917;40.09899167;
1440;346.635;8.010;249.50000000;-35.00000000;
1441;344.264;5.764;249.65562083;-38.25094444;
1442;343.005;4.744;249.56483333;-39.86638889;
1443;341.007;2.924;249.60295833;-42.56527778;
1444;340.191;2.081;249.72033333;-43.73444444;
1445;339.427;1.537;249.57500000;-44.66666667;
1446;339.768;1.730;249.69260833;-44.28422222;
1447;338.343;0.543;249.59691667;-46.13705556;
1448;337.033;-0.612;249.57500000;-47.88333333;
1449;337.364;-0.296;249.55391667;-47.42555556;
1450;333.702;-3.739;249.74983333;-52.44927778;
1451;5.951;22.526;249.98296517;-11.43635496;
1452;340.023;1.875;249.77854167;-43.99777778;
1453;338.500;0.459;249.83833750;-46.07586111;
1454;41.051;38.271;250.06977112;22.40245113;
1455;338.320;-0.017;250.18133333;-46.52650000;
1456;338.114;-0.215;250.19841667;-46.81250000;
1457;337.713;-0.439;250.05454167;-47.26058333;
1458;335.829;-2.218;250.18150000;-49.85058333;
1459;59.000;40.914;250.42029246;36.45416078;
1460;58.972;40.913;250.41829767;36.43291333;
1461;58.995;40.913;250.42086450;36.45076217;
1462;59.005;40.909;250.42664680;36.45783392;
1463;59.008;40.910;250.42509208;36.45971322;
1464;59.024;40.903;250.43585750;36.47111206;
1465;113.840;31.763;250.33682571;80.83136505;
1466;355.831;14.714;250.32516667;-23.79333333;
1467;333.291;-4.557;250.31629167;-53.29688889;
1468;31.260;34.360;250.97558333;13.64552778;
1469;7.692;22.749;250.75000000;-10.00000000;
1470;5.669;21.218;250.90900916;-12.41629785;
1471;339.728;0.547;250.90379167;-45.09605556;
1472;339.492;0.406;250.83500000;-45.36694444;
1473;339.115;0.105;250.80633333;-45.84847222;
1474;348.986;8.374;251.00000000;-33.00000000;
1475;340.546;1.023;251.15000000;-44.16666667;
1476;339.193;-0.195;251.20530417;-45.98603056;
1477;338.773;-0.393;251.02500000;-46.43333333;
1478;338.435;-0.808;251.16041667;-46.96055556;
1479;27.719;32.548;251.39339583;10.20445556;
1480;14.114;26.062;251.25850250;-3.29939417;
1481;337.314;-2.037;251.46250000;-48.61138889;
1482;0.350;16.664;251.57775000;-19.17055556;
1483;358.269;15.116;251.57764208;-21.70069722;
1484;341.603;1.374;251.73041667;-43.13527778;
1485;341.105;0.968;251.71375000;-43.77722222;
1486;253.378;-19.354;101.59479167;-44.09472222;
1487;335.276;-3.929;251.65145833;-51.38738889;
1488;321.842;-14.830;251.72879167;-68.53102778;
1489;97.180;37.034;251.88550721;66.13951249;
1490;97.180;37.034;251.88528863;66.13946083;
1491;347.084;5.773;251.94379167;-36.11777778;
1492;339.546;-0.431;251.79250000;-45.87133333;
1493;349.586;7.749;252.02529167;-32.94466667;
1494;340.349;0.009;252.05416667;-44.97388889;
1495;339.438;-0.794;252.09184583;-46.18770833;
1496;328.220;-10.141;252.21345833;-60.74041667;
1497;45.648;37.107;252.43429167;25.55194444;
1498;351.856;9.340;252.25000000;-30.20000000;
1499;345.914;4.434;252.29729167;-37.87108333;
1500;345.815;4.194;252.45092500;-38.09975000;
1501;344.577;3.341;252.27783333;-39.59561111;
1502;342.421;1.379;252.44433333;-42.50591667;
1503;341.360;0.596;252.33508333;-43.82283333;
1504;339.019;-1.380;252.35254167;-46.88591667;
1505;338.538;-1.759;252.32612500;-47.49805556;
1506;332.077;-7.148;252.37958333;-55.89444444;
1507;2.856;17.234;252.61320583;-16.91174500;
1508;343.291;1.997;252.55489167;-41.44272222;
1509;341.623;0.485;252.68616667;-43.69188889;
1510;340.559;-0.351;252.63458333;-45.04369444;
1511;339.782;-0.946;252.57758333;-46.02183333;
1512;337.248;-3.108;252.64628750;-49.35104444;
1513;336.353;-3.727;252.50076458;-50.43416667;
1514;32.880;33.069;252.75000000;14.36666667;
1515;2.810;16.882;252.88230300;-17.15614106;
1516;342.458;0.923;252.95332083;-42.76943611;
1517;340.506;-0.719;252.98833333;-45.31972222;
1518;335.014;-5.172;252.92900833;-52.38288333;
1519;334.586;-5.515;252.92254167;-52.92991667;
1520;315.149;-19.953;252.78279167;-76.71097222;
1521;47.402;36.954;253.01279167;26.86122222;
1522;5.599;18.581;253.06948750;-14.00761111;
1523;357.315;12.454;253.24387329;-24.06413041;
1524;342.633;1.003;253.02083333;-42.58333333;
1525;341.564;-0.088;253.24791667;-44.10138889;
1526;337.954;-3.019;253.22500000;-48.75000000;
1527;335.469;-4.967;253.13658333;-51.90294444;
1528;16.615;24.935;253.40855754;-1.97691472;
1529;359.969;14.261;253.37929167;-20.91530556;
1530;345.878;3.268;253.41582500;-38.63911111;
1531;344.422;2.107;253.39262500;-40.50038889;
1532;343.946;1.756;253.35572500;-41.09044444;
1533;342.636;0.629;253.41758333;-42.81758333;
1534;342.281;0.380;253.37375000;-43.25027778;
1535;340.751;-0.961;253.47500000;-45.28333333;
1536;337.936;-3.256;253.48625000;-48.91416667;
1537;357.859;12.552;253.51250000;-23.58333333;
1538;355.499;10.601;253.66250000;-26.60500000;
1539;354.972;10.271;253.59844778;-27.21710208;
1540;347.147;4.018;253.68510833;-37.18252778;
1541;343.609;1.247;253.59791667;-41.67333333;
1542;342.761;0.565;253.59200000;-42.76083333;
1543;352.245;7.880;253.85220833;-30.81166667;
1544;346.046;2.906;253.91108333;-38.73583333;
1545;344.827;2.032;253.80416667;-40.23333333;
1546;344.374;1.663;253.80833333;-40.81666667;
1547;19.336;25.510;254.17083333;0.43333333;
1548;91.938;37.144;254.04287500;62.06400278;
1549;348.013;4.245;254.13731250;-36.36658333;
1550;55.344;37.124;254.46117500;33.07601389;
1551;15.137;23.076;254.28791667;-4.10027778;
1552;15.137;23.076;254.28791667;-4.10027778;
1553;341.743;-1.006;254.40304167;-44.53888889;
1554;340.276;-2.206;254.44166667;-46.43333333;
1555;59.626;37.579;254.61049917;36.50835972;
1556;354.538;8.917;254.51250000;-28.38444444;
1557;342.933;-0.214;254.56916667;-43.11388889;
1558;339.742;-2.767;254.60000000;-47.20000000;
1559;337.602;-4.554;254.72883333;-49.98288889;
1560;334.869;-6.625;254.66393162;-53.40194528;
1561;7.507;17.592;254.97119792;-13.08583042;
1562;343.000;-0.547;254.98491667;-43.26833333;
1563;341.881;-1.361;254.91433333;-44.65027778;
1564;334.459;-7.077;254.84583333;-54.00000000;
1565;10.307;19.330;255.01345000;-9.91200000;
1566;351.055;5.489;255.22075537;-33.21291686;
1567;348.679;3.672;255.20550000;-36.19805556;
1568;346.161;1.826;255.09279167;-39.31667222;
1569;345.488;1.234;255.16062500;-40.21072222;
1570;342.235;-1.364;255.22362500;-44.37416667;
1571;338.008;-4.538;255.09400000;-49.65416667;
1572;353.578;7.322;255.30212258;-30.10838139;
1573;353.574;7.319;255.30278208;-30.11362333;
1574;353.572;7.316;255.30360800;-30.11650417;
1575;353.577;7.317;255.30651292;-30.11182194;
1576;353.576;7.317;255.30530583;-30.11302500;
1577;353.573;7.318;255.30342583;-30.11439444;
1578;353.578;7.316;255.30833333;-30.11166667;
1579;352.523;6.384;255.43130417;-31.51019444;
1580;347.755;2.833;255.32687500;-37.44088889;
1581;341.360;-2.177;255.37147500;-45.56352778;
1582;337.835;-4.841;255.30345833;-49.97583333;
1583;346.203;1.401;255.55983333;-39.54444444;
1584;344.744;0.123;255.71883333;-41.48005556;
1585;344.535;-0.059;255.73950000;-41.75663889;
1586;344.078;-0.329;255.65183333;-42.28366667;
1587;343.405;-0.814;255.61400000;-43.11252778;
1588;343.352;-0.852;255.61225000;-43.17777778;
1589;342.378;-1.701;255.71916667;-44.46750000;
1590;3.133;13.616;255.85833333;-18.81500000;
1591;3.229;13.561;255.96288125;-18.77079028;
1592;351.786;5.387;255.84392038;-32.69667568;
1593;347.410;2.037;255.85833333;-38.20000000;
1594;342.235;-1.916;255.83579167;-44.71166667;
1595;338.986;-4.515;255.97725417;-48.86695556;
1596;349.423;3.319;256.11012500;-35.82438889;
1597;347.795;1.953;256.23944167;-37.94525000;
1598;336.051;-6.869;256.16903750;-52.61594444;
1599;329.762;-11.367;256.06166667;-60.28166667;
1600;15.709;21.105;256.25000000;-4.68333333;
1601;3.148;13.042;256.36250000;-19.13444444;
1602;3.189;13.026;256.40041557;-19.11073499;
1603;350.721;3.975;256.42650833;-34.39530556;
1604;346.548;0.845;256.40458333;-39.60805556;
1605;346.341;0.718;256.37433333;-39.84972222;
1606;345.291;-0.042;256.33500000;-41.14555556;
1607;343.428;-1.515;256.39964167;-43.52044444;
1608;328.751;-12.228;256.31375000;-61.58750000;
1609;88.097;36.319;256.75000000;59.16666667;
1610;347.387;1.301;256.58875000;-38.66416667;
1611;346.023;0.334;256.52250000;-40.33547222;
1612;343.758;-1.375;256.51879167;-43.17250000;
1613;342.672;-2.264;256.59659583;-44.57500000;
1614;329.053;-12.152;256.54080833;-61.30325000;
1615;59.261;35.784;256.75000000;35.93333333;
1616;345.718;-0.197;256.84075000;-40.89863889;
1617;343.521;-1.915;256.91712500;-43.68666667;
1618;343.041;-2.278;256.92254167;-44.28861111;
1619;340.424;-4.135;256.81477917;-47.49291667;
1620;22.265;23.582;257.16250000;1.80166667;
1621;351.083;3.407;257.24079167;-34.44555556;
1622;350.470;3.124;257.07342563;-35.10628889;
1623;349.235;2.130;257.14962500;-36.68930556;
1624;347.776;1.123;257.06875000;-38.46000000;
1625;346.481;0.036;257.19529167;-40.14790000;
1626;342.220;-3.006;257.05383333;-45.38083333;
1627;339.561;-5.045;257.14151083;-48.72550000;
1628;336.854;-6.911;257.00000000;-52.00000000;
1629;316.676;-20.221;257.01041667;-75.65638889;
1630;44.522;32.209;257.27413333;23.22440278;
1631;17.370;20.717;257.38662500;-3.55555556;
1632;5.775;13.657;257.36017208;-16.68270278;
1633;349.578;2.095;257.43812500;-36.43433333;
1634;347.709;0.832;257.31662500;-38.68805556;
1635;343.567;-2.355;257.44583333;-43.91194444;
1636;343.706;-2.193;257.37875000;-43.70388889;
1637;343.471;-2.406;257.42245833;-44.01977778;
1638;343.098;-2.686;257.42803333;-44.48562222;
1639;75.929;36.449;257.51850454;49.38652178;
1640;357.859;8.029;257.52041667;-26.27638889;
1641;348.808;1.343;257.62500000;-37.50000000;
1642;345.330;-1.195;257.59895833;-41.80527778;
1643;7.417;14.013;257.97941575;-15.16104092;
1644;348.197;0.591;257.93520833;-38.43722222;
1645;344.145;-2.244;257.79400417;-43.38141667;
1646;335.694;-8.461;257.97137500;-53.83841667;
1647;357.325;7.070;258.04879167;-27.26472222;
1648;347.260;-0.295;258.14583333;-39.71666667;
1649;347.260;-0.295;258.14583333;-39.71666667;
1650;28.751;25.223;258.45639077;7.79374438;
1651;110.305;31.461;258.36279167;78.17610833;
1652;348.101;0.207;258.25958333;-38.74138889;
1653;347.279;-0.491;258.36666667;-39.81666667;
1654;11.487;15.777;258.66717500;-10.90302778;
1655;348.681;0.371;258.52391667;-38.17525000;
1656;348.439;0.140;258.58250000;-38.50638889;
1657;71.861;35.354;258.95000000;46.05000000;
1658;353.211;3.296;258.84775000;-32.79166667;
1659;349.757;0.886;258.79020833;-37.00111111;
1660;348.194;-0.348;258.90787500;-38.99030556;
1661;348.101;-0.320;258.80866667;-39.04919444;
1662;346.913;-1.276;258.92050000;-40.57166667;
1663;344.951;-2.562;258.79391667;-42.91500000;
1664;58.100;33.702;259.03333333;34.60305556;
1665;349.596;0.519;259.04733333;-37.34555556;
1666;348.947;-0.018;259.12341667;-38.18550000;
1667;347.418;-1.155;259.17525000;-40.09083333;
1668;346.529;-1.795;259.18461250;-41.18597222;
1669;341.549;-5.155;259.00462083;-47.18358333;
1670;24.784;22.203;259.48333333;3.18333333;
1671;68.336;34.861;259.27706833;43.13430017;
1672;352.120;2.025;259.33435200;-34.41654571;
1673;349.491;0.182;259.31650000;-37.62666667;
1674;348.551;-0.494;259.32666667;-38.78416667;
1675;347.655;-1.157;259.35645833;-39.89861111;
1676;347.016;-1.695;259.44962500;-40.73055556;
1677;346.937;-1.574;259.25833333;-40.72527778;
1678;346.759;-1.893;259.46816667;-41.05494444;
1679;346.470;-2.054;259.42083333;-41.38333333;
1680;332.668;-11.475;259.39854167;-58.00150000;
1681;349.928;0.237;259.57745833;-37.23777778;
1682;349.849;0.216;259.54095833;-37.31430556;
1683;348.951;-0.432;259.55652083;-38.42168333;
1684;346.744;-1.979;259.55000000;-41.11666667;
1685;343.022;-4.584;259.54958333;-45.65441667;
1686;8.858;12.838;259.79197054;-14.63359500;
1687;1.402;7.846;259.90041667;-23.50388889;
1688;351.885;1.391;259.80058750;-34.97288889;
1689;347.653;-1.533;259.75717500;-40.11652778;
1690;345.341;-3.325;259.95320833;-43.03650000;
