
ATNF Pulsar Catalogue
Catalogue Version: 2.4.0
#;Gl;Gb;RAJD;DECJD;
;(deg);(deg);(deg);(deg);
571;243.490;45.782;155.94869667;0.64467931;
572;284.166;-0.407;155.76208333;-57.76805556;
573;251.702;40.515;156.16113071;-7.32208671;
574;285.065;-0.496;157.11666667;-58.31811111;
575;286.225;-1.928;157.60901917;-60.14372219;
576;286.880;-2.881;157.75933333;-61.29738889;
577;282.354;5.128;158.11537500;-52.10236111;
578;285.436;0.008;158.21058333;-58.07636111;
579;285.920;-1.010;158.02031667;-59.19855556;
580;272.050;22.117;158.58129582;-32.40721690;
581;285.734;-0.076;158.61941667;-58.29930556;
582;286.386;-1.170;158.65231250;-59.57273603;
583;288.528;-4.765;158.76283333;-63.75511389;
584;290.371;-7.843;158.86449167;-67.33685889;
585;278.724;12.553;159.12589638;-43.88575700;
586;281.519;7.727;159.05467083;-49.43922222;
587;289.766;-6.630;159.08350000;-65.98590833;
588;298.943;-21.497;159.16900417;-83.29889444;
589;247.152;48.471;159.61222083;0.54544444;
590;286.284;-0.023;159.58208333;-58.52421667;
591;287.700;-2.235;159.90300000;-61.14616667;
592;288.134;-3.129;159.78708333;-62.13836111;
593;265.591;33.590;160.40081667;-19.70378056;
594;285.192;2.998;160.50202208;-55.35160917;
595;288.221;-2.106;160.98025417;-61.28076667;
596;286.574;1.163;161.13666667;-57.62202778;
597;254.464;46.123;161.49135255;-4.60649821;
598;280.851;12.254;161.45910336;-45.16502896;
599;246.412;51.697;161.68012500;3.06858333;
600;287.065;0.733;161.57837500;-58.23111111;
601;273.495;25.127;161.75338998;-30.53833367;
602;291.314;-7.132;161.86784167;-67.16418500;
603;213.172;62.139;162.18090981;23.66483453;
604;154.756;54.996;162.02691667;53.83108333;
605;287.427;0.577;162.05437500;-58.53505556;
606;287.473;0.485;162.05233750;-58.63861667;
607;148.656;52.241;162.40791667;58.37141667;
608;287.628;0.649;162.45975000;-58.56238889;
609;288.256;-0.520;162.52966667;-59.88927778;
610;289.473;-2.550;162.90233333;-62.24902778;
611;288.549;-0.400;163.15879167;-59.91225000;
612;290.294;-3.881;163.22245833;-63.80461111;
613;288.729;-0.100;163.74062500;-59.72058333;
614;288.701;-0.174;163.62691667;-59.77527778;
615;290.889;-4.784;163.53683333;-64.87708333;
616;289.109;-0.650;163.95208333;-60.38111111;
617;289.133;-0.745;163.91329167;-60.47708333;
618;290.081;-2.660;163.97754167;-62.61341667;
619;292.879;-8.504;163.93629167;-69.08650000;
620;287.835;2.311;164.18245833;-57.15958333;
621;290.292;-2.966;164.10660000;-62.97991389;
622;293.933;-10.458;164.19158333;-71.29816500;
623;284.007;10.739;164.47140833;-47.91600000;
624;285.984;6.649;164.49602083;-52.44898056;
625;288.609;0.805;164.28958333;-58.85194444;
626;297.571;-17.574;164.36541667;-79.23988889;
627;289.241;-0.123;164.64270833;-59.96011111;
628;140.251;48.198;164.86459671;64.99219973;
629;288.345;1.948;164.75370250;-57.70404167;
630;290.040;-0.932;165.43733333;-61.02766667;
631;291.417;-4.023;165.40496792;-64.41092556;
632;252.063;53.694;165.50000000;2.00000000;
633;287.421;5.529;165.88872500;-54.06201250;
634;289.994;-0.294;165.88116667;-60.42677500;
635;290.331;-0.828;166.07192500;-61.05107778;
636;252.592;54.650;166.38333333;2.48055556;
637;180.943;65.296;166.25000000;37.68333333;
638;283.486;14.947;166.35350000;-43.88472222;
639;290.239;-0.399;166.25200000;-60.62119444;
640;290.489;-0.846;166.35891667;-61.13026111;
641;291.992;-4.031;166.61850000;-64.65000000;
642;289.944;1.106;166.89358333;-59.12186111;
643;290.249;0.515;166.99458333;-59.78444444;
644;290.921;-1.316;166.80125000;-61.73305556;
645;291.779;-2.862;167.21384292;-63.49008314;
646;144.740;53.801;167.75000000;58.86666667;
647;289.279;3.533;167.50154667;-56.62571389;
648;291.022;-0.109;167.95291667;-60.65638889;
649;291.221;-0.462;168.06170833;-61.05863889;
650;293.190;-5.233;168.16005833;-66.21796194;
651;294.423;-8.216;168.21158333;-69.44231389;
652;291.443;-0.321;168.59454167;-61.00891667;
653;154.408;60.365;168.91000000;50.50341389;
654;267.553;46.226;168.86400417;-9.94808333;
655;291.565;-0.126;168.97384167;-60.87183611;
656;276.971;33.287;169.09691667;-24.74891667;
657;284.451;18.069;169.17952500;-41.37887778;
658;292.102;-1.028;169.34920833;-61.90611111;
659;293.167;-3.719;169.43750000;-64.79944444;
660;292.151;-0.537;169.80958333;-61.46375000;
661;298.705;-17.498;169.92000000;-79.60841667;
662;277.486;34.314;170.00000000;-24.00000000;
663;283.136;23.019;170.09731375;-36.32791028;
664;290.082;5.873;170.32954167;-54.73475000;
665;283.300;23.675;170.57184943;-35.77533110;
666;288.295;11.610;170.81521250;-48.73965278;
667;292.509;0.049;170.92375000;-61.03505556;
668;293.183;-1.783;170.98137500;-62.98636667;
669;294.469;-5.442;170.96754167;-66.86363056;
670;284.094;22.765;171.00465000;-36.88863889;
671;291.209;4.246;171.23529167;-56.64436111;
672;292.038;1.752;171.16250000;-59.27194444;
673;293.747;-3.036;171.24791667;-64.35472222;
674;128.289;37.895;171.49940268;78.33019874;
675;291.893;2.602;171.43485683;-58.42135550;
676;292.504;0.894;171.48012346;-60.23519318;
677;280.691;31.537;171.50833333;-27.61972222;
678;285.214;21.292;171.57500000;-38.63333333;
679;292.834;0.292;171.71920000;-60.91110000;
680;295.631;-8.048;171.59025000;-69.70438889;
681;293.495;-0.972;172.19458333;-62.31916667;
682;290.798;7.410;172.33750000;-53.51666667;
683;252.218;63.976;172.72916667;9.35250000;
684;292.460;2.778;172.56804167;-58.43397222;
685;292.755;1.830;172.54350000;-59.42613889;
686;295.484;-6.431;172.63297083;-68.12458889;
687;214.581;72.285;173.20833333;25.25000000;
688;289.177;13.736;173.06050000;-47.01013889;
689;292.110;4.741;173.06558333;-56.45802778;
690;294.213;-1.296;173.46437500;-62.84738889;
691;294.020;-0.593;173.51529167;-62.11894444;
692;290.526;11.619;173.98333333;-49.42527778;
693;293.794;0.584;173.78489583;-60.92680000;
694;241.895;69.196;174.01299917;15.85393972;
695;292.308;5.890;174.00900000;-55.41858333;
696;295.241;-3.710;174.10508333;-65.45541667;
697;128.999;40.772;174.25857208;75.46730864;
698;295.793;-5.167;174.38370417;-67.00916944;
699;294.442;-0.252;174.58570833;-61.91311111;
700;294.506;-0.463;174.59008333;-62.13313889;
701;294.758;-1.067;174.75000000;-62.78333333;
702;285.746;29.393;175.35678750;-31.13127778;
703;286.586;27.272;175.42815000;-33.37703056;
704;295.791;-3.863;175.27922500;-65.75530919;
705;267.542;59.400;175.70893750;1.32658056;
706;295.110;-0.675;175.71875000;-62.50108333;
707;292.383;9.492;175.81277083;-51.97774722;
708;293.334;5.993;175.79079167;-55.60125000;
709;295.116;0.073;176.14500000;-61.78027778;
710;295.186;-0.438;176.00879167;-62.29175000;
711;294.977;1.343;176.53214667;-60.51656167;
712;296.479;-4.120;176.74322125;-66.18093278;
713;294.507;4.418;177.11887500;-57.42016667;
714;296.177;-2.214;177.15750000;-64.25916667;
715;296.521;-3.690;177.10241667;-65.77386111;
716;295.814;0.909;177.98691667;-61.13822222;
717;295.126;3.961;178.04166667;-58.00944444;
718;295.716;1.843;178.22416667;-60.20583333;
719;295.849;1.121;178.15600000;-60.93944444;
720;285.177;39.549;178.24166667;-21.29805556;
721;284.593;41.817;178.50000000;-19.00000000;
722;296.467;-0.681;178.58375000;-62.83408333;
723;297.140;-3.251;178.80525000;-65.48847222;
724;283.032;47.440;179.17500000;-13.30611111;
725;295.448;4.949;179.03104167;-57.11725000;
726;295.912;2.966;179.08958333;-59.15341667;
727;294.325;10.746;179.28402500;-51.21559444;
728;296.705;-0.199;179.31336250;-62.41414722;
729;297.295;-1.865;179.84041667;-64.16583333;
730;300.412;-16.551;179.89879167;-79.16822222;
731;297.309;-0.793;180.34587500;-63.11652778;
732;296.528;3.919;180.61802083;-58.34267778;
733;297.411;-0.349;180.75000000;-62.70000000;
734;298.684;-6.237;181.15300000;-68.72144167;
735;294.817;17.040;181.83025000;-45.13586111;
736;295.861;11.422;181.84334967;-50.84407778;
737;297.512;2.813;182.11260000;-59.60569028;
738;297.990;-0.178;182.05816667;-62.63425000;
739;296.545;9.916;182.50379167;-52.44122222;
740;297.136;6.421;182.52494608;-55.98440281;
741;298.395;-0.859;182.69491667;-63.37247222;
742;298.774;-3.292;182.67500000;-65.83461111;
743;298.470;-0.888;182.85075000;-63.41255556;
744;297.910;3.851;183.19663042;-58.64302775;
745;298.065;4.012;183.53508333;-58.50719444;
746;297.459;9.009;183.75258333;-53.47544444;
747;297.231;12.032;184.08333333;-50.45027778;
748;298.920;0.202;184.17483333;-62.39916667;
749;299.096;-1.561;184.03058167;-64.16922944;
750;299.444;-0.652;185.07441667;-63.31291667;
751;289.675;55.533;185.35316317;-6.56435643;
752;299.102;5.020;185.71791667;-57.63888889;
753;299.350;3.732;185.91725000;-58.94691667;
754;299.818;0.565;186.18437500;-62.14475000;
755;299.984;-1.415;186.09272500;-64.13163056;
756;299.313;6.746;186.43261250;-55.94531667;
757;299.748;2.117;186.36929167;-60.59377778;
758;300.131;-1.414;186.42833333;-64.14527778;
759;289.280;62.298;186.56000000;0.09555556;
760;296.908;30.200;186.69428333;-32.38361111;
761;298.965;13.796;186.99468333;-48.89520583;
762;300.082;0.591;186.75183875;-62.14549694;
763;300.199;-0.407;186.80000000;-63.15000000;
764;295.531;48.385;187.79713833;-14.19545278;
765;299.379;16.573;187.94066667;-46.16255556;
766;299.668;11.526;187.75000000;-51.21666667;
767;300.426;3.289;187.92733333;-59.48680556;
768;300.644;-0.273;187.80416667;-63.05500000;
769;300.865;-2.404;187.93291667;-65.19666667;
770;299.604;15.034;188.07958333;-47.71413889;
771;300.419;4.052;188.02608333;-58.72547222;
772;300.911;-2.221;188.07433333;-65.01759167;
773;300.915;-0.406;188.38125000;-63.20805556;
774;300.968;-0.945;188.41625000;-63.74861111;
775;299.071;26.231;188.55000000;-36.51141667;
776;300.597;7.849;188.82916667;-54.95000000;
777;301.231;-1.088;188.99050000;-63.90844444;
778;295.065;60.650;189.01041667;-1.98611111;
779;300.584;12.246;189.24645833;-50.56008333;
780;301.432;-2.787;189.22916667;-65.61666667;
781;301.584;-4.591;189.35791667;-67.42608333;
782;272.789;83.962;189.59656936;21.86974274;
783;295.640;66.141;189.91148333;3.43636111;
784;252.450;86.541;189.91858917;24.89702500;
785;151.215;84.429;189.75000000;32.00000000;
786;147.362;83.893;189.86380833;32.65649417;
787;300.780;14.820;189.75000000;-48.00000000;
788;301.879;-5.693;189.99566667;-68.54137222;
789;300.688;21.409;190.07337500;-41.41436111;
790;130.760;77.360;190.64166667;39.63333333;
791;301.305;15.637;190.55331417;-47.20511333;
792;290.630;80.536;190.75000000;17.86666667;
793;301.876;5.260;190.89741667;-57.59522222;
794;302.051;-1.532;190.82125417;-64.38992500;
795;300.593;44.635;191.10741667;-18.20450000;
796;126.398;69.947;191.11348333;47.13386111;
797;301.764;11.966;191.04783333;-50.88905556;
798;302.204;-1.134;191.19872083;-63.99650000;
799;302.156;-1.772;191.04995833;-64.63305556;
800;302.227;-2.658;191.15958333;-65.52000000;
801;302.233;0.215;191.33800000;-62.64886111;
802;288.809;85.640;191.70567917;22.89535278;
803;302.637;-0.866;192.19316667;-63.73600000;
804;302.623;-1.863;192.13695833;-64.73333333;
805;302.771;-2.251;192.47633333;-65.12216667;
806;302.963;-11.249;192.97058333;-74.12084444;
807;122.746;63.428;193.00000000;53.70000000;
808;303.075;-0.371;193.17758333;-63.24241667;
809;303.200;4.526;193.36809167;-58.34469167;
810;303.298;1.022;193.63533333;-61.84744444;
811;303.578;16.867;193.75000000;-46.00000000;
812;303.466;1.348;193.97858333;-61.51947222;
813;303.373;0.068;193.82500000;-62.80000000;
814;305.205;52.395;194.26984375;-10.45154194;
815;303.688;-4.834;194.84433333;-67.69451944;
816;311.310;75.414;195.01490292;12.68235336;
817;303.848;-3.182;195.11220833;-66.03800000;
818;310.811;71.282;195.40941667;8.56597222;
819;304.100;-0.244;195.44066667;-63.09275000;
820;304.064;-0.328;195.36791667;-63.17791667;
821;305.588;29.838;195.60625000;-32.97666667;
822;304.107;-0.901;195.51666667;-63.74805556;
823;304.157;-0.379;195.58000000;-63.22472222;
824;304.184;-0.992;195.69849307;-63.83573016;
825;111.027;78.636;195.82500000;38.21666667;
826;304.317;0.640;195.82916667;-62.20000000;
827;304.240;-0.241;195.75008333;-63.08355556;
828;315.000;74.607;196.11250000;12.04111111;
829;304.561;0.772;196.33808333;-62.05585278;
830;304.526;-0.116;196.36666667;-62.94416667;
831;304.411;-2.093;196.34779167;-64.92458333;
832;304.338;-3.817;196.40000000;-66.65000000;
833;306.109;22.186;196.73458333;-40.58980556;
834;304.753;2.089;196.58417792;-60.72986108;
835;304.686;0.119;196.68583333;-62.70083333;
836;304.462;-3.463;196.65883333;-66.28922222;
837;304.781;-0.497;196.97791667;-63.30972222;
838;304.518;-4.236;196.92083333;-67.05750000;
839;338.733;83.082;197.20112500;21.45188333;
840;307.888;39.712;197.00000000;-23.00000000;
841;306.008;15.927;197.18578750;-46.84158333;
842;305.130;4.062;197.08783333;-58.73716667;
843;304.867;-1.462;197.31916667;-64.26638889;
844;304.758;-2.628;197.25120833;-65.43794444;
845;310.723;50.095;197.96937478;-12.46711749;
846;307.681;28.176;197.94051750;-34.50843056;
847;314.842;63.227;198.19434300;0.85002889;
848;332.962;79.764;198.23000000;18.16805556;
849;332.951;79.765;198.22800792;18.16756417;
850;332.974;79.764;198.23192667;18.16931917;
851;332.963;79.761;198.23180750;18.16529167;
852;332.983;79.766;198.23262958;18.17145361;
853;305.994;8.704;198.01961667;-54.04513889;
854;306.010;7.464;198.22305417;-55.27980556;
855;305.195;-1.235;198.02983333;-64.01544444;
856;320.366;71.657;198.34583333;9.53222222;
857;305.710;1.727;198.59750000;-61.02111111;
858;305.897;0.937;199.14033333;-61.78972222;
859;305.848;0.191;199.19291667;-62.53672222;
860;316.226;60.234;199.41854125;-1.95835862;
861;306.428;4.701;199.44287500;-57.99180556;
862;305.908;-0.328;199.43620833;-63.04783333;
863;306.314;1.742;199.83437500;-60.94633056;
864;306.311;1.597;199.85966667;-61.09061111;
865;118.741;49.395;200.00000000;67.50000000;
866;309.543;27.295;200.05283333;-35.20722222;
867;307.305;8.637;200.22467083;-53.98472222;
868;121.887;33.672;200.44013125;83.39428667;
869;306.778;3.265;200.41483333;-59.38113889;
870;306.512;-0.197;200.72500000;-62.85000000;
871;306.489;-0.041;200.63395833;-62.69819444;
872;306.367;-0.828;200.57500000;-63.49361111;
873;306.859;0.851;201.18291667;-61.76666667;
874;306.638;-0.404;201.05687500;-63.03919444;
875;306.753;-0.272;201.27037792;-62.89433167;
876;76.238;79.917;201.67500000;33.76666667;
877;309.077;14.948;201.66529125;-47.50323361;
878;309.107;14.957;201.70653667;-47.49024694;
879;309.121;14.942;201.73009125;-47.50326472;
880;309.060;14.976;201.63630417;-47.47779250;
881;309.092;14.993;201.67782683;-47.45666639;
882;307.504;3.565;201.74257083;-58.99146944;
883;306.748;-1.534;201.63513750;-64.14550000;
884;306.310;-4.369;201.51137500;-67.01366667;
885;78.606;79.447;201.78145275;34.39379842;
886;318.383;53.848;201.98995000;-7.92494444;
887;307.074;0.204;201.82156667;-62.37929444;
888;306.966;-0.429;201.78096667;-63.02097500;
889;306.836;-1.403;201.79279167;-64.00363889;
890;309.874;18.415;202.02680000;-43.96225556;
891;309.122;13.066;202.13991667;-49.35927778;
892;307.167;-0.201;202.14583333;-62.76666667;
893;306.707;-3.499;202.19433333;-66.09686111;
894;338.007;73.989;202.25000000;13.73333333;
895;307.334;0.567;202.26375000;-61.98305556;
896;308.985;9.649;202.75004167;-52.75705556;
897;322.250;57.909;203.00000000;-3.43333333;
898;313.396;31.490;203.21868568;-30.53813716;
899;310.774;17.403;203.43678750;-44.82395000;
900;335.745;70.162;203.62500000;10.08333333;
901;308.520;3.749;203.62545458;-58.65459583;
902;312.713;25.332;203.90000000;-36.70000000;
903;308.876;5.435;203.75000000;-56.93333333;
904;70.319;78.337;204.00000000;33.76666667;
905;315.557;36.401;204.08683333;-25.36711111;
906;311.478;17.412;204.36562083;-44.69508333;
907;308.095;-0.696;204.33479167;-63.10647222;
908;307.889;-1.958;204.38284583;-64.38469861;
909;308.372;0.305;204.53852917;-62.07186111;
910;307.976;-2.010;204.60074833;-64.42047211;
911;311.424;14.869;204.98578583;-47.20153333;
912;307.786;-3.889;204.98583333;-66.30216667;
913;308.047;-2.557;205.00133333;-64.94525000;
914;309.035;1.889;205.28070833;-60.39297222;
915;308.730;-0.035;205.42762500;-62.33908333;
916;42.219;78.747;205.50279167;28.37538889;
917;42.220;78.709;205.54619625;28.37781694;
918;42.217;78.707;205.54833333;28.37722222;
919;42.215;78.712;205.54250000;28.37666667;
920;42.217;78.707;205.54833333;28.37722222;
921;42.217;78.707;205.54833333;28.37722222;
922;114.896;49.727;205.99691667;66.57362500;
923;309.794;3.234;206.22104167;-58.92354722;
924;309.341;1.216;206.16500000;-60.99194444;
925;309.414;0.928;206.43512500;-61.25850000;
926;312.059;12.594;206.59312500;-49.30200000;
927;309.914;2.318;206.83075000;-59.79438889;
928;309.353;-0.962;207.17666667;-63.11777778;
929;309.813;0.587;207.40258333;-61.50475556;
930;309.237;-1.772;207.32500000;-63.93333333;
931;312.233;10.549;207.56732917;-51.25682222;
932;309.734;-0.343;207.68520833;-62.42883333;
933;310.050;0.341;208.00616667;-61.69050000;
934;308.614;-5.866;208.14354167;-68.06030556;
935;309.745;-1.644;208.37927333;-63.69197197;
936;27.456;75.728;208.55576462;24.89615483;
937;27.447;75.764;208.51666667;24.90166667;
938;310.070;-0.832;208.64583333;-62.82500000;
939;312.951;9.713;208.99455000;-51.89831944;
940;311.425;4.022;208.90395833;-57.78750000;
941;311.069;2.431;208.99629167;-59.41691667;
942;310.332;-0.156;208.83891667;-62.10558333;
943;312.199;6.337;209.21065833;-55.35360000;
944;321.485;34.887;209.67500000;-25.55000000;
945;310.474;-0.565;209.35416667;-62.46666667;
946;309.923;-2.514;209.26012500;-64.49172222;
947;311.457;2.416;209.74166667;-59.33333333;
948;311.062;1.400;209.50000000;-60.41666667;
949;311.239;1.126;209.99270000;-60.63543056;
950;310.645;-0.858;209.87604167;-62.70625000;
951;16.752;73.332;210.07500000;21.45000000;
952;326.986;45.087;210.15418172;-14.52973479;
953;310.592;-1.593;210.19037500;-63.42850000;
954;310.569;-2.139;210.46854167;-63.96166667;
955;356.422;68.217;210.69333333;13.11611111;
956;314.434;10.906;210.73333333;-50.36194444;
957;335.565;54.970;210.92083333;-3.25777778;
958;310.928;-1.423;210.80833333;-63.17416667;
959;307.096;-14.494;210.76708333;-76.78263889;
960;355.078;67.115;211.15411250;11.98777778;
961;315.826;14.079;211.33927292;-46.93397500;
962;312.971;4.737;211.30170833;-56.69005556;
963;317.299;18.224;211.51995833;-42.55572222;
964;312.673;3.345;211.50500000;-58.10888889;
965;312.603;2.018;212.11666667;-59.40000000;
966;311.841;0.203;211.70850000;-61.35775000;
967;312.130;0.681;211.99433333;-60.81633333;
968;311.810;-0.354;211.98541667;-61.89972222;
969;312.350;1.294;212.05916667;-60.16625000;
970;94.650;62.889;212.37500000;49.73333333;
971;312.530;1.213;212.45133333;-60.18986111;
972;309.574;-8.031;212.32041667;-69.89288889;
973;312.195;-0.092;212.59829583;-61.53559722;
974;308.349;-12.043;212.53070833;-74.08147778;
975;33.380;72.101;212.82860833;25.85233056;
976;118.318;37.020;213.23277917;79.36774861;
977;312.597;0.140;213.24841667;-61.19180556;
978;312.324;-0.366;213.03179167;-61.75791111;
979;313.192;1.618;213.46094417;-59.60227764;
980;312.462;-0.337;213.29112500;-61.68694444;
981;312.373;-0.736;213.37458333;-62.09388889;
982;312.241;-0.988;213.27279167;-62.37438889;
983;312.053;-1.718;213.38048333;-63.12651389;
984;310.590;-6.420;213.60708333;-68.04944444;
985;311.234;-4.846;213.88029167;-66.35338889;
986;316.504;10.055;214.18583333;-50.55472222;
987;313.179;0.535;214.12745833;-60.63319444;
988;318.861;16.144;214.37750000;-44.04927778;
989;320.820;20.461;214.70951250;-39.35514167;
990;313.706;1.287;214.63458333;-59.75000000;
991;313.325;0.135;214.67791667;-60.96361111;
992;315.793;6.360;215.12129167;-54.27297222;
993;315.002;4.349;215.01275833;-56.43194444;
994;313.541;0.227;215.03432083;-60.80456389;
995;319.497;15.809;215.33734946;-44.15126472;
996;313.521;-0.655;215.61790417;-61.64120000;
997;310.736;-8.430;215.86162500;-69.89522778;
998;315.718;4.614;216.05316667;-55.93719444;
999;315.478;3.911;216.09583333;-56.67972222;
1000;314.897;2.310;216.13387500;-58.38213889;
1001;312.741;-3.561;216.24666667;-64.63611111;
1002;315.382;3.186;216.40233333;-57.39188889;
1003;315.217;2.613;216.49629167;-57.98616667;
1004;313.630;-1.258;216.28208333;-62.16802778;
1005;93.880;59.233;216.75000000;52.16666667;
1006;313.945;-0.784;216.54862500;-61.61313889;
1007;321.480;17.391;216.96154167;-41.98230556;
1008;316.427;4.796;217.10933333;-55.51390556;
1009;315.261;1.299;217.49416667;-59.19350000;
1010;315.046;0.947;217.35791667;-59.59969444;
1011;316.036;3.127;217.56737500;-57.20872222;
1012;312.653;-5.404;217.66972917;-66.38487500;
1013;320.051;12.253;217.93590708;-47.25765944;
1014;315.962;2.660;217.76456375;-57.66990833;
1015;311.929;-2.037;213.33845833;-63.46905556;
1016;318.936;9.155;218.21779167;-50.53813889;
1017;349.749;53.792;218.37500000;0.46666667;
1018;315.092;-0.197;218.30491667;-60.64297222;
1019;113.082;42.153;218.49889083;72.95735972;
1020;315.645;0.563;218.74295833;-59.72822222;
1021;315.396;0.256;218.52208333;-60.10805556;
1022;315.310;-0.130;218.66291667;-60.49694444;
1023;315.577;0.391;218.75086667;-59.91375000;
1024;315.429;-0.002;218.78333333;-60.33333333;
1025;315.186;-0.641;218.83448542;-61.01609889;
1026;314.108;-3.543;219.15512667;-64.10791664;
1027;315.783;0.227;219.25795833;-59.98372222;
1028;315.101;-1.422;219.31379167;-61.76722222;
1029;314.732;-2.423;219.44166667;-62.83333333;
1030;115.390;38.575;219.84166667;76.92944444;
1031;318.097;4.630;219.91559167;-55.02322806;
1032;314.646;-3.384;220.13025000;-63.74677778;
1033;315.646;-1.505;220.43458333;-61.62333333;
1034;320.135;7.717;220.86237500;-51.37388889;
1035;19.904;62.494;221.12500000;18.16666667;
1036;316.791;0.098;221.19375000;-59.68861111;
1037;316.400;-0.544;221.02508333;-60.43594444;
1038;322.500;11.425;221.64880023;-47.02410614;
1039;317.793;1.548;221.75000000;-57.95000000;
1040;317.720;0.664;222.35595833;-58.77788889;
1041;315.627;-3.744;222.47658542;-63.65688889;
1042;319.358;3.153;223.03108167;-55.82136108;
1043;318.087;0.398;223.21916667;-58.85366667;
1044;317.296;-1.169;223.21618750;-60.60873056;
1045;23.395;60.812;223.44049735;19.03669839;
1046;315.733;-4.427;223.38605417;-64.22113056;
1047;320.360;4.374;223.62400000;-54.28055556;
1048;318.272;0.391;223.54545000;-58.77631667;
1049;330.722;22.562;223.94987774;-33.51288526;
1050;318.101;-0.203;223.77500000;-59.38333333;
1051;323.492;9.837;224.00000000;-48.00000000;
1052;313.868;-8.543;223.99967917;-68.72763889;
1053;322.134;6.722;224.41705417;-51.38191667;
1054;318.561;-0.027;224.41250000;-59.01416667;
1055;318.538;-0.037;224.38291667;-59.03444444;
1056;317.886;-1.791;224.87495833;-60.88908333;
1057;318.009;-1.876;225.17983333;-60.90594444;
1058;356.582;48.051;225.43731583;-0.77320000;
1059;320.181;1.810;225.46250000;-56.63000000;
1060;42.780;61.127;225.53750000;28.21666667;
1061;79.306;57.626;225.58262500;46.89094444;
1062;320.186;1.505;225.73912083;-56.89422500;
1063;319.395;0.133;225.68250000;-58.47833333;
1064;317.921;-2.483;225.62433333;-61.48063889;
1065;314.799;-8.067;225.57756250;-67.87132194;
1066;29.062;59.296;225.97750000;21.18591667;
1067;320.671;1.849;226.20475000;-56.35888889;
1068;320.328;1.318;226.13327917;-56.98872222;
1069;337.601;28.735;226.25000000;-25.00000000;
1070;337.418;28.344;226.34387083;-25.41391667;
1071;323.076;5.534;226.66458333;-51.96944444;
1072;327.339;12.459;226.89239583;-43.86779167;
1073;320.118;0.258;226.76460000;-58.01561111;
1074;315.858;-7.297;226.95264167;-66.68273889;
1075;91.325;52.287;227.35679083;55.52566500;
1076;319.972;-0.621;227.36315000;-58.84889167;
1077;319.228;-1.815;227.28125000;-60.25516667;
1078;327.586;11.729;227.70375000;-44.36861111;
1079;323.101;4.430;227.61118833;-52.91091664;
1080;322.598;3.177;227.96368750;-54.24453333;
1081;320.289;-0.508;227.77916667;-58.59111111;
1082;322.486;2.920;228.02375000;-54.52194444;
1083;320.772;-0.108;228.17933333;-57.99994444;
1084;319.458;-2.233;228.11312500;-60.49866667;
1085;338.820;26.964;228.34716912;-25.84202361;
1086;321.097;0.104;228.49579167;-57.65038889;
1087;320.321;-1.162;228.48254583;-59.13600000;
1088;319.970;-1.697;228.43658333;-59.77552778;
1089;319.753;-2.091;228.47508333;-60.22402778;
1090;325.872;7.835;228.56067917;-48.57221389;
1091;325.249;6.807;228.57964208;-49.77097667;
1092;323.461;3.798;228.66733333;-53.26730556;
1093;320.284;-1.482;228.74625000;-59.42875000;
1094;29.959;56.730;228.75000000;20.85000000;
1095;321.389;0.281;228.78845833;-57.34726389;
1096;329.041;12.062;229.13458333;-43.33333333;
1097;336.227;21.910;229.46250000;-31.33333333;
1098;336.227;21.910;229.46250000;-31.33333333;
1099;335.397;21.105;229.25416667;-32.43472222;
1100;328.850;11.463;229.36391667;-43.93830556;
1101;327.399;9.217;229.37240000;-46.60016667;
1102;3.870;46.802;229.63884554;2.09095317;
1103;3.859;46.806;229.63109542;2.08758500;
1104;3.856;46.797;229.63662408;2.07994028;
1105;3.851;46.807;229.62681300;2.08325333;
1106;3.855;46.794;229.63876125;2.07720944;
1107;3.862;46.803;229.63497833;2.08668611;
1108;3.849;46.815;229.61970396;2.08751111;
1109;80.808;54.282;229.56999618;49.07618089;
1110;355.146;41.002;229.74629333;-6.45213889;
1111;331.368;14.715;229.73736667;-39.87508333;
1112;323.383;2.675;229.55625000;-54.26250000;
1113;321.800;-0.238;229.94829167;-57.57044444;
1114;319.876;-3.216;229.89920833;-61.11516667;
1115;318.743;-4.896;229.78983333;-63.13875000;
1116;323.833;2.659;230.21745833;-54.03483333;
1117;323.231;1.397;230.52791667;-55.42152778;
1118;322.052;-0.415;230.52208333;-57.58333333;
1119;321.630;-1.215;230.67601667;-58.48411528;
1120;336.517;20.172;230.90708333;-32.59502778;
1121;323.000;0.351;231.20775000;-56.42316667;
1122;322.568;-0.186;231.08925000;-57.10962222;
1123;321.907;-1.201;231.10270833;-58.32058333;
1124;324.258;2.078;231.36812500;-54.28888889;
1125;323.662;1.151;231.40026667;-55.39088889;
1126;323.439;0.851;231.36722500;-55.76384500;
1127;323.286;0.565;231.42270833;-56.08694444;
1128;340.228;23.670;231.68792917;-27.73497500;
1129;323.136;0.093;231.67166667;-56.56194444;
1130;322.945;-0.147;231.62529167;-56.86802778;
1131;333.050;14.020;231.99511667;-39.52616667;
1132;323.638;0.590;231.91972500;-55.86898667;
1133;337.939;20.217;232.14563800;-31.76857389;
1134;332.106;12.671;232.03347083;-41.15800000;
1135;323.796;0.579;232.16325000;-55.78972222;
1136;322.166;-1.752;232.10125000;-58.63361111;
1137;66.183;54.907;232.30000000;40.81666667;
1138;341.832;24.728;232.25000000;-26.00000000;
1139;333.886;14.728;232.31294417;-38.47940278;
